format=1 tracks=13 division=96

BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 24, crotchets/32ndnote 8
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Tempo 167
BA    1   CR         0   TR  1   CH 16   Tempo 167
BA    1   CR         0   TR  1   CH 16   Tempo 167
BA    1   CR         0   TR  2   CH 16   Text type 3: "Channel #1"
BA   13   CR     3+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   13   CR     3+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   13   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0

BA   14   CR         0   TR  2   CH  1   NT  A         1+11/32   voff=0
BA   14   CR         0   TR  7   CH  6   NT  E--         43/48   voff=0
BA   14   CR         0   TR  9   CH  9   NT  E---        43/96   voff=0
BA   14   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   14   CR       1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   14   CR       1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   14   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   14   CR         1   TR  7   CH  6   NT  G--         43/96   voff=0
BA   14   CR         1   TR  9   CH  9   NT  E---        43/96   voff=0
BA   14   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   14   CR     1+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   14   CR     1+1/2   TR  2   CH  1   NT  G          4+7/24   voff=0
BA   14   CR     1+1/2   TR  7   CH  6   NT  E--         43/96   voff=0
BA   14   CR     1+1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   14   CR     1+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   14   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   14   CR         2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   14   CR         2   TR  7   CH  6   NT  D-          43/96   voff=0
BA   14   CR         2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   14   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   14   CR     2+1/2   TR  7   CH  6   NT  E--         43/96   voff=0
BA   14   CR     2+1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   14   CR     2+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   14   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   14   CR     2+3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   14   CR         3   TR  7   CH  6   NT  E--         43/96   voff=0
BA   14   CR         3   TR  9   CH  9   NT  E---        43/96   voff=0
BA   14   CR     3+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   14   CR     3+1/2   TR  7   CH  6   NT  E--         91/96   voff=0
BA   14   CR     3+1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   14   CR     3+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   14   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0

BA   15   CR         0   TR  9   CH  9   NT  E---        43/96   voff=0
BA   15   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   15   CR       1/2   TR  7   CH  6   NT  E--         43/96   voff=0
BA   15   CR       1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   15   CR       1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   15   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   15   CR         1   TR  7   CH  6   NT  G--         43/96   voff=0
BA   15   CR         1   TR  9   CH  9   NT  E---        43/96   voff=0
BA   15   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   15   CR     1+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   15   CR     1+1/2   TR  7   CH  6   NT  E--         43/96   voff=0
BA   15   CR     1+1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   15   CR     1+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   15   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   15   CR         2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   15   CR         2   TR  7   CH  6   NT  D-          43/96   voff=0
BA   15   CR         2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   15   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   15   CR     2+1/2   TR  7   CH  6   NT  E--         43/96   voff=0
BA   15   CR     2+1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   15   CR     2+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   15   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   15   CR         3   TR  7   CH  6   NT  G--         43/96   voff=0
BA   15   CR         3   TR  9   CH  9   NT  E---        43/96   voff=0
BA   15   CR         3   TR 10   CH 10   NT  D--          1/48   voff=0
BA   15   CR     3+1/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA   15   CR     3+1/2   TR  7   CH  6   NT  A--         91/96   voff=0
BA   15   CR     3+1/2   TR  9   CH  9   NT  A---        91/96   voff=0
BA   15   CR     3+1/2   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   15   CR     3+1/2   TR 10   CH 10   NT  C--          1/48   voff=0

BA   16   CR       1/2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   16   CR       1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   16   CR       1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   16   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   16   CR         1   TR  2   CH  1   NT  E           43/48   voff=0
BA   16   CR         1   TR  7   CH  6   NT  E-          43/96   voff=0
BA   16   CR         1   TR  9   CH  9   NT  A---        43/96   voff=0
BA   16   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   16   CR     1+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   16   CR     1+1/2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   16   CR     1+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   16   CR     1+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   16   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   16   CR         2   TR  2   CH  1   NT  A           43/48   voff=0
BA   16   CR         2   TR  7   CH  6   NT  E-          43/96   voff=0
BA   16   CR         2   TR  7   CH  6   NT  A-          43/96   voff=0
BA   16   CR         2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   16   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   16   CR     2+1/2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   16   CR     2+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   16   CR     2+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   16   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   16   CR     2+3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   16   CR         3   TR  2   CH  1   NT  B           43/48   voff=0
BA   16   CR         3   TR  7   CH  6   NT  A--         43/96   voff=0
BA   16   CR         3   TR  9   CH  9   NT  A---        43/96   voff=0
BA   16   CR     3+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   16   CR     3+1/2   TR  7   CH  6   NT  A--         91/96   voff=0
BA   16   CR     3+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   16   CR     3+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   16   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0

BA   17   CR         0   TR  2   CH  1   NT  C'          43/48   voff=0
BA   17   CR         0   TR  9   CH  9   NT  A---        43/96   voff=0
BA   17   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   17   CR       1/2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   17   CR       1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   17   CR       1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   17   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   17   CR         1   TR  2   CH  1   NT  B           43/48   voff=0
BA   17   CR         1   TR  7   CH  6   NT  E-          43/96   voff=0
BA   17   CR         1   TR  9   CH  9   NT  A---        43/96   voff=0
BA   17   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   17   CR     1+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   17   CR     1+1/2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   17   CR     1+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   17   CR     1+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   17   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   17   CR         2   TR  2   CH  1   NT  A           43/48   voff=0
BA   17   CR         2   TR  7   CH  6   NT  E-          43/96   voff=0
BA   17   CR         2   TR  7   CH  6   NT  A-          43/96   voff=0
BA   17   CR         2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   17   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   17   CR     2+1/2   TR  7   CH  6   NT  E--         43/96   voff=0
BA   17   CR     2+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   17   CR     2+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   17   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   17   CR     2+3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   17   CR         3   TR  2   CH  1   NT  E           43/48   voff=0
BA   17   CR         3   TR  7   CH  6   NT  G--         43/96   voff=0
BA   17   CR         3   TR  9   CH  9   NT  A---        43/96   voff=0
BA   17   CR     3+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   17   CR     3+1/2   TR  7   CH  6   NT  E--         43/96   voff=0
BA   17   CR     3+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   17   CR     3+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   17   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0

BA   18   CR         0   TR  2   CH  1   NT  F         1+11/32   voff=0
BA   18   CR         0   TR  7   CH  6   NT  F--       1+11/32   voff=0
BA   18   CR         0   TR  8   CH  7   NT  C--       1+11/32   voff=0
BA   18   CR         0   TR  9   CH  9   NT  F---        43/96   voff=0
BA   18   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   18   CR       1/2   TR  9   CH  9   NT  F---        43/96   voff=0
BA   18   CR       1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   18   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   18   CR         1   TR  9   CH  9   NT  F---        43/96   voff=0
BA   18   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   18   CR     1+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   18   CR     1+1/2   TR  2   CH  1   NT  D'          43/96   voff=0
BA   18   CR     1+1/2   TR  3   CH  2   NT  F'          43/96   von=85   voff=0
BA   18   CR     1+1/2   TR  7   CH  6   NT  F--         43/96   voff=0
BA   18   CR     1+1/2   TR  8   CH  7   NT  C--         43/96   voff=0
BA   18   CR     1+1/2   TR  9   CH  9   NT  F---        43/96   voff=0
BA   18   CR     1+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   18   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   18   CR         2   TR  2   CH  1   NT  D'          43/48   voff=0
BA   18   CR         2   TR  3   CH  2   NT  F'          43/48   voff=0
BA   18   CR         2   TR  7   CH  6   NT  F--       1+19/24   voff=0
BA   18   CR         2   TR  8   CH  7   NT  C--       1+19/24   voff=0
BA   18   CR         2   TR  9   CH  9   NT  F---        43/96   voff=0
BA   18   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   18   CR     2+1/2   TR  9   CH  9   NT  F---        43/96   voff=0
BA   18   CR     2+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   18   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   18   CR     2+3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   18   CR         3   TR  2   CH  1   NT  F           43/48   voff=0
BA   18   CR         3   TR  9   CH  9   NT  F---        43/96   voff=0
BA   18   CR     3+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   18   CR     3+1/2   TR  9   CH  9   NT  F---        43/96   voff=0
BA   18   CR     3+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   18   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0

BA   19   CR         0   TR  2   CH  1   NT  G         1+11/32   voff=0
BA   19   CR         0   TR  7   CH  6   NT  G--       1+11/32   voff=0
BA   19   CR         0   TR  8   CH  7   NT  D--       1+11/32   voff=0
BA   19   CR         0   TR  9   CH  9   NT  G---        43/96   voff=0
BA   19   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   19   CR       1/2   TR  9   CH  9   NT  G---        43/96   voff=0
BA   19   CR       1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   19   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   19   CR         1   TR  9   CH  9   NT  G---        43/96   voff=0
BA   19   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   19   CR     1+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   19   CR     1+1/2   TR  2   CH  1   NT  E'          43/96   voff=0
BA   19   CR     1+1/2   TR  3   CH  2   NT  G'          43/96   voff=0
BA   19   CR     1+1/2   TR  7   CH  6   NT  G--         43/96   voff=0
BA   19   CR     1+1/2   TR  8   CH  7   NT  D--         43/96   voff=0
BA   19   CR     1+1/2   TR  9   CH  9   NT  G---        43/96   voff=0
BA   19   CR     1+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   19   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   19   CR         2   TR  2   CH  1   NT  E'        1+19/24   voff=0
BA   19   CR         2   TR  3   CH  2   NT  G'        1+19/24   voff=0
BA   19   CR         2   TR  7   CH  6   NT  G--       1+11/32   voff=0
BA   19   CR         2   TR  8   CH  7   NT  D--       1+11/32   voff=0
BA   19   CR         2   TR  9   CH  9   NT  G---        43/96   voff=0
BA   19   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   19   CR     2+1/2   TR  9   CH  9   NT  G---        43/96   voff=0
BA   19   CR     2+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   19   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   19   CR         3   TR  9   CH  9   NT  G---        43/96   voff=0
BA   19   CR         3   TR 10   CH 10   NT  D--          1/48   voff=0
BA   19   CR     3+1/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA   19   CR     3+1/2   TR  7   CH  6   NT  A--         91/96   voff=0
BA   19   CR     3+1/2   TR  9   CH  9   NT  A---        91/96   voff=0
BA   19   CR     3+1/2   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   19   CR     3+1/2   TR 10   CH 10   NT  C--          1/48   voff=0

BA   20   CR       1/2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   20   CR       1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   20   CR       1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   20   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   20   CR         1   TR  2   CH  1   NT  E           43/48   voff=0
BA   20   CR         1   TR  7   CH  6   NT  E-          43/96   voff=0
BA   20   CR         1   TR  9   CH  9   NT  A---        43/96   voff=0
BA   20   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   20   CR     1+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   20   CR     1+1/2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   20   CR     1+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   20   CR     1+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   20   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   20   CR         2   TR  2   CH  1   NT  A           43/48   voff=0
BA   20   CR         2   TR  7   CH  6   NT  E-          43/96   voff=0
BA   20   CR         2   TR  7   CH  6   NT  A-          43/96   voff=0
BA   20   CR         2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   20   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   20   CR     2+1/2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   20   CR     2+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   20   CR     2+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   20   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   20   CR     2+3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   20   CR         3   TR  2   CH  1   NT  B           43/48   voff=0
BA   20   CR         3   TR  7   CH  6   NT  A--         43/96   voff=0
BA   20   CR         3   TR  9   CH  9   NT  A---        43/96   voff=0
BA   20   CR     3+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   20   CR     3+1/2   TR  7   CH  6   NT  A--         91/96   voff=0
BA   20   CR     3+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   20   CR     3+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   20   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0

BA   21   CR         0   TR  2   CH  1   NT  C'          43/48   voff=0
BA   21   CR         0   TR  9   CH  9   NT  A---        43/96   voff=0
BA   21   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   21   CR       1/2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   21   CR       1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   21   CR       1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   21   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   21   CR         1   TR  2   CH  1   NT  B           43/48   voff=0
BA   21   CR         1   TR  7   CH  6   NT  E-          43/96   voff=0
BA   21   CR         1   TR  9   CH  9   NT  A---        43/96   voff=0
BA   21   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   21   CR     1+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   21   CR     1+1/2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   21   CR     1+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   21   CR     1+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   21   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   21   CR         2   TR  2   CH  1   NT  G           43/48   voff=0
BA   21   CR         2   TR  7   CH  6   NT  E-          43/96   voff=0
BA   21   CR         2   TR  7   CH  6   NT  A-          43/96   voff=0
BA   21   CR         2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   21   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   21   CR     2+1/2   TR  7   CH  6   NT  E--         43/96   voff=0
BA   21   CR     2+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   21   CR     2+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   21   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   21   CR     2+3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   21   CR         3   TR  2   CH  1   NT  E           43/48   voff=0
BA   21   CR         3   TR  7   CH  6   NT  G--         43/96   voff=0
BA   21   CR         3   TR  9   CH  9   NT  A---        43/96   voff=0
BA   21   CR     3+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   21   CR     3+1/2   TR  7   CH  6   NT  E--         43/96   voff=0
BA   21   CR     3+1/2   TR  9   CH  9   NT  A---        43/96   voff=0
BA   21   CR     3+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   21   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0

BA   22   CR         0   TR  2   CH  1   NT  A         1+11/32   voff=0
BA   22   CR         0   TR  7   CH  6   NT  E--         43/48   voff=0
BA   22   CR         0   TR  9   CH  9   NT  E---        43/96   voff=0
BA   22   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   22   CR       1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   22   CR       1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   22   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   22   CR         1   TR  7   CH  6   NT  G--         43/96   voff=0
BA   22   CR         1   TR  9   CH  9   NT  E---        43/96   voff=0
BA   22   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   22   CR     1+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   22   CR     1+1/2   TR  2   CH  1   NT  G          4+7/24   voff=0
BA   22   CR     1+1/2   TR  7   CH  6   NT  E--         43/96   voff=0
BA   22   CR     1+1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   22   CR     1+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   22   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   22   CR         2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   22   CR         2   TR  7   CH  6   NT  D-          43/96   voff=0
BA   22   CR         2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   22   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   22   CR     2+1/2   TR  7   CH  6   NT  E--         43/96   voff=0
BA   22   CR     2+1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   22   CR     2+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   22   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   22   CR     2+3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   22   CR         3   TR  7   CH  6   NT  E--         43/96   voff=0
BA   22   CR         3   TR  9   CH  9   NT  E---        43/96   voff=0
BA   22   CR     3+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   22   CR     3+1/2   TR  7   CH  6   NT  E--         91/96   voff=0
BA   22   CR     3+1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   22   CR     3+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   22   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0

BA   23   CR         0   TR  9   CH  9   NT  E---        43/96   voff=0
BA   23   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   23   CR       1/2   TR  7   CH  6   NT  E--         43/96   voff=0
BA   23   CR       1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   23   CR       1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   23   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   23   CR         1   TR  7   CH  6   NT  G--         43/96   voff=0
BA   23   CR         1   TR  9   CH  9   NT  E---        43/96   voff=0
BA   23   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   23   CR     1+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   23   CR     1+1/2   TR  7   CH  6   NT  E--         43/96   voff=0
BA   23   CR     1+1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   23   CR     1+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   23   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   23   CR         2   TR  7   CH  6   NT  A--         43/96   voff=0
BA   23   CR         2   TR  7   CH  6   NT  D-          43/96   voff=0
BA   23   CR         2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   23   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   23   CR     2+1/2   TR  7   CH  6   NT  E--         43/96   voff=0
BA   23   CR     2+1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   23   CR     2+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   23   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   23   CR         3   TR  2   CH  1   NT  E           43/96   voff=0
BA   23   CR         3   TR  7   CH  6   NT  G--         43/96   voff=0
BA   23   CR         3   TR  9   CH  9   NT  E---        43/96   voff=0
BA   23   CR         3   TR 10   CH 10   NT  D--          1/48   voff=0
BA   23   CR     3+1/4   TR 10   CH 10   NT  D--          1/48   voff=0
BA   23   CR     3+1/2   TR  2   CH  1   NT  G           43/96   voff=0
BA   23   CR     3+1/2   TR  7   CH  6   NT  E--         43/96   voff=0
BA   23   CR     3+1/2   TR  9   CH  9   NT  E---        43/96   voff=0
BA   23   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   23   CR     3+3/4   TR 10   CH 10   NT  D--          1/48   voff=0

BA   24   CR         0   TR  2   CH  1   NT  A         1+19/24   voff=0
BA   24   CR         0   TR  3   CH  2   NT  F'        1+19/24   voff=0
BA   24   CR         0   TR  7   CH  6   NT  F--         43/96   voff=0
BA   24   CR         0   TR  8   CH  7   NT  C--         43/96   voff=0
BA   24   CR         0   TR  9   CH  9   NT  F---        43/96   voff=0
BA   24   CR         0   TR 10   CH 10   NT  C--          1/48   voff=0
BA   24   CR         0   TR 10   CH 10   NT  C#-          1/48   voff=0
BA   24   CR       1/2   TR  7   CH  6   NT  F--         43/96   voff=0
BA   24   CR       1/2   TR  8   CH  7   NT  C--         43/96   voff=0
BA   24   CR       1/2   TR  9   CH  9   NT  F---        43/96   voff=0
BA   24   CR       1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   24   CR       1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   24   CR         1   TR  9   CH  9   NT  F---        43/96   voff=0
BA   24   CR         1   TR 10   CH 10   NT  C--          1/48   voff=0
BA   24   CR     1+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   24   CR     1+1/2   TR  7   CH  6   NT  F--         43/96   voff=0
BA   24   CR     1+1/2   TR  8   CH  7   NT  C--         43/96   voff=0
BA   24   CR     1+1/2   TR  9   CH  9   NT  F---        43/96   voff=0
BA   24   CR     1+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   24   CR     1+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   24   CR         2   TR  7   CH  6   NT  F--       1+11/32   voff=0
BA   24   CR         2   TR  8   CH  7   NT  C--       1+11/32   voff=0
BA   24   CR         2   TR  9   CH  9   NT  F---        43/96   voff=0
BA   24   CR         2   TR 10   CH 10   NT  C--          1/48   voff=0
BA   24   CR     2+1/2   TR  9   CH  9   NT  F---        43/96   voff=0
BA   24   CR     2+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   24   CR     2+1/2   TR 10   CH 10   NT  D--          1/48   voff=0
BA   24   CR     2+3/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   24   CR         3   TR  2   CH  1   NT  C'          43/48   voff=0
BA   24   CR         3   TR  3   CH  2   NT  F'          43/48   voff=0
BA   24   CR         3   TR  9   CH  9   NT  F---        43/96   voff=0
BA   24   CR     3+1/4   TR 10   CH 10   NT  C--          1/48   voff=0
BA   24   CR     3+1/2   TR  7   CH  6   NT  F--         43/96   voff=0
BA   24   CR     3+1/2   TR  8   CH  7   NT  C--         43/96   voff=0
BA   24   CR     3+1/2   TR  9   CH  9   NT  F---        43/96   voff=0
BA   24   CR     3+1/2   TR 10   CH 10   NT  Bb--         1/48   voff=0
BA   24   CR     3+1/2   TR 10   CH 10   NT  D--          1/48   voff=0

BA   25   CR         0   TR  2   CH  1   NT  D'          43/48   voff=0
BA   25   CR         0   TR  3   CH  2   NT  G'          43/48   voff=0
BA   25   CR         0   TR  7   CH  6   NT  G--         43/96   voff=0
BA   25   CR         0   TR  8   CH  7   NT  D--         43/96   voff=0
