format=1 tracks=10 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 192
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Solar Striker - "Canyon Slide""
BA   61   CR     2+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   61   CR     2+3/4   TR  9   CH 10   NT  C--         23/96   voff=99
BA   61   CR     2+3/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   61   CR         3   TR  6   CH  7   NT  A---        95/96   voff=99
BA   61   CR         3   TR  7   CH  8   NT  A--         95/96   voff=99
BA   61   CR         3   TR  7   CH  8   NT  E--         95/96   voff=99
BA   61   CR         3   TR  8   CH  9   NT  A--         95/96   voff=99
BA   61   CR         3   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   61   CR         3   TR  9   CH 10   NT  C--         23/96   voff=99
BA   61   CR         3   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   61   CR     3+1/4   TR  9   CH 10   NT  C--         23/96   voff=99
BA   61   CR     3+1/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   61   CR     3+1/2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   61   CR     3+1/2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   61   CR     3+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   61   CR     3+3/4   TR  9   CH 10   NT  C--         23/96   voff=99
BA   61   CR     3+3/4   TR  9   CH 10   NT  F#--        23/96   voff=99

BA   62   CR         0   TR  1   CH  1   NT  F#        2+95/96   voff=99
BA   62   CR         0   TR  2   CH  2   NT  F#        2+95/96   voff=99
BA   62   CR         0   TR  2   CH  2   NT  C#        2+95/96   voff=99
BA   62   CR         0   TR  6   CH  7   NT  D--       1+47/96   voff=99
BA   62   CR         0   TR  7   CH  8   NT  A--       1+47/96   voff=99
BA   62   CR         0   TR  7   CH  8   NT  D-        1+47/96   voff=99
BA   62   CR         0   TR  8   CH  9   NT  F#        2+95/96   voff=99
BA   62   CR         0   TR  8   CH  9   NT  D-        1+47/96   voff=99
BA   62   CR         0   TR  9   CH 10   NT  C#-         47/96   voff=99
BA   62   CR         0   TR  9   CH 10   NT  E-          47/96   voff=99
BA   62   CR         0   TR  9   CH 10   NT  G-          47/96   voff=99
BA   62   CR         0   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   62   CR         0   TR  9   CH 10   NT  C--         23/96   voff=99
BA   62   CR         0   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   62   CR       1/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   62   CR       1/2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   62   CR       1/2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   62   CR       3/4   TR  9   CH 10   NT  C--         23/96   voff=99
BA   62   CR         1   TR  9   CH 10   NT  D--         23/96   voff=99
BA   62   CR         1   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   62   CR         1   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   62   CR     1+1/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   62   CR     1+1/2   TR  6   CH  7   NT  D--         47/96   voff=99
BA   62   CR     1+1/2   TR  7   CH  8   NT  D-          47/96   voff=99
BA   62   CR     1+1/2   TR  7   CH  8   NT  A--         47/96   voff=99
BA   62   CR     1+1/2   TR  8   CH  9   NT  D-          47/96   voff=99
BA   62   CR     1+1/2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   62   CR     1+1/2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   62   CR     1+1/2   TR  9   CH 10   NT  A'          47/96   voff=99
BA   62   CR     1+3/4   TR  9   CH 10   NT  C--         23/96   voff=99
BA   62   CR         2   TR  6   CH  7   NT  D--       1+95/96   voff=99
BA   62   CR         2   TR  7   CH  8   NT  D-        1+95/96   voff=99
BA   62   CR         2   TR  7   CH  8   NT  A--       1+95/96   voff=99
BA   62   CR         2   TR  8   CH  9   NT  D-        1+95/96   voff=99
BA   62   CR         2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   62   CR         2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   62   CR     2+1/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   62   CR     2+1/2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   62   CR     2+1/2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   62   CR     2+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   62   CR     2+3/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   62   CR     2+3/4   TR  9   CH 10   NT  C--         23/96   voff=99
BA   62   CR         3   TR  1   CH  1   NT  A           95/96   voff=99
BA   62   CR         3   TR  2   CH  2   NT  E           95/96   voff=99
BA   62   CR         3   TR  2   CH  2   NT  A           95/96   voff=99
BA   62   CR         3   TR  8   CH  9   NT  A           95/96   voff=99
BA   62   CR         3   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   62   CR         3   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   62   CR         3   TR  9   CH 10   NT  D--         23/96   voff=99
BA   62   CR     3+1/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   62   CR     3+1/2   TR  9   CH 10   NT  A'          47/96   voff=99
BA   62   CR     3+1/2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   62   CR     3+1/2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   62   CR     3+3/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   62   CR     3+3/4   TR  9   CH 10   NT  C--         23/96   voff=99

BA   63   CR         0   TR  1   CH  1   NT  E         2+95/96   voff=99
BA   63   CR         0   TR  2   CH  2   NT  E         2+95/96   voff=99
BA   63   CR         0   TR  2   CH  2   NT  B-        2+95/96   voff=99
BA   63   CR         0   TR  6   CH  7   NT  E--       1+47/96   voff=99
BA   63   CR         0   TR  7   CH  8   NT  B--       1+47/96   voff=99
BA   63   CR         0   TR  7   CH  8   NT  E-        1+47/96   voff=99
BA   63   CR         0   TR  8   CH  9   NT  E         2+95/96   voff=99
BA   63   CR         0   TR  8   CH  9   NT  E-        1+47/96   voff=99
BA   63   CR         0   TR  9   CH 10   NT  Bb--        23/96   voff=99
BA   63   CR         0   TR  9   CH 10   NT  C--         23/96   voff=99
BA   63   CR       1/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   63   CR       1/2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   63   CR       1/2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   63   CR       1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   63   CR       3/4   TR  9   CH 10   NT  C--         23/96   voff=99
BA   63   CR         1   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   63   CR         1   TR  9   CH 10   NT  D--         23/96   voff=99
BA   63   CR         1   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   63   CR     1+1/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   63   CR     1+1/2   TR  6   CH  7   NT  E--         47/96   voff=99
BA   63   CR     1+1/2   TR  7   CH  8   NT  E-          47/96   voff=99
BA   63   CR     1+1/2   TR  7   CH  8   NT  B--         47/96   voff=99
BA   63   CR     1+1/2   TR  8   CH  9   NT  E-          47/96   voff=99
BA   63   CR     1+1/2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   63   CR     1+1/2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   63   CR     1+1/2   TR  9   CH 10   NT  A'          47/96   voff=99
BA   63   CR     1+3/4   TR  9   CH 10   NT  C--         23/96   voff=99
BA   63   CR         2   TR  6   CH  7   NT  E--       1+95/96   voff=99
BA   63   CR         2   TR  7   CH  8   NT  E-        1+95/96   voff=99
BA   63   CR         2   TR  7   CH  8   NT  B--       1+95/96   voff=99
BA   63   CR         2   TR  8   CH  9   NT  E-        1+95/96   voff=99
BA   63   CR         2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   63   CR         2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   63   CR         2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   63   CR     2+1/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   63   CR     2+1/2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   63   CR     2+1/2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   63   CR     2+3/4   TR  9   CH 10   NT  C--         23/96   voff=99
BA   63   CR     2+3/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   63   CR         3   TR  1   CH  1   NT  E           47/96   voff=99
BA   63   CR         3   TR  2   CH  2   NT  B-          47/96   voff=99
BA   63   CR         3   TR  2   CH  2   NT  E           47/96   voff=99
BA   63   CR         3   TR  8   CH  9   NT  E           47/96   voff=99
BA   63   CR         3   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   63   CR         3   TR  9   CH 10   NT  D--         23/96   voff=99
BA   63   CR         3   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   63   CR     3+1/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   63   CR     3+1/2   TR  1   CH  1   NT  F#          47/96   voff=99
BA   63   CR     3+1/2   TR  2   CH  2   NT  C#          47/96   voff=99
BA   63   CR     3+1/2   TR  2   CH  2   NT  F#          47/96   voff=99
BA   63   CR     3+1/2   TR  8   CH  9   NT  F#          47/96   voff=99
BA   63   CR     3+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   63   CR     3+1/2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   63   CR     3+1/2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   63   CR     3+3/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   63   CR     3+3/4   TR  9   CH 10   NT  D--         23/96   voff=99

BA   64   CR         0   TR  1   CH  1   NT  G         1+95/96   voff=99
BA   64   CR         0   TR  2   CH  2   NT  G         1+95/96   voff=99
BA   64   CR         0   TR  2   CH  2   NT  D         1+95/96   voff=99
BA   64   CR         0   TR  6   CH  7   NT  G--         95/96   voff=99
BA   64   CR         0   TR  7   CH  8   NT  D-          95/96   voff=99
BA   64   CR         0   TR  7   CH  8   NT  G-          95/96   voff=99
BA   64   CR         0   TR  8   CH  9   NT  G         1+95/96   voff=99
BA   64   CR         0   TR  8   CH  9   NT  G-        1+95/96   voff=99
BA   64   CR         0   TR  9   CH 10   NT  C-          23/96   voff=99
BA   64   CR         0   TR  9   CH 10   NT  A'          47/96   voff=99
BA   64   CR         0   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   64   CR         0   TR  9   CH 10   NT  C--         23/96   voff=99
BA   64   CR       1/4   TR  9   CH 10   NT  C-          23/96   voff=99
BA   64   CR       1/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   64   CR       1/2   TR  9   CH 10   NT  C-          23/96   voff=99
BA   64   CR       1/2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   64   CR       1/2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   64   CR       1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   64   CR       3/4   TR  9   CH 10   NT  C-          23/96   voff=99
BA   64   CR       3/4   TR  9   CH 10   NT  C--         23/96   voff=99
BA   64   CR         1   TR  6   CH  7   NT  C#--        11/96   voff=99
BA   64   CR         1   TR  7   CH  8   ST &E7 &00 &40
BA   64   CR         1   TR  7   CH  8   NT  G#--        11/96   voff=99
BA   64   CR         1   TR  7   CH  8   NT  C#-         11/96   voff=99
BA   64   CR         1   TR  9   CH 10   NT  C-          23/96   voff=99
BA   64   CR         1   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   64   CR         1   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   64   CR         1   TR  9   CH 10   NT  D--         23/96   voff=99
BA   64   CR     1+1/8   TR  6   CH  7   NT  D--         11/96   voff=99
BA   64   CR     1+1/8   TR  7   CH  8   NT  A--         11/96   voff=99
BA   64   CR     1+1/8   TR  7   CH  8   NT  D-          11/96   voff=99
BA   64   CR     1+1/4   TR  6   CH  7   NT  Eb--        11/96   voff=99
BA   64   CR     1+1/4   TR  7   CH  8   NT  Bb--        11/96   voff=99
BA   64   CR     1+1/4   TR  7   CH  8   NT  Eb-         11/96   voff=99
BA   64   CR     1+1/4   TR  9   CH 10   NT  C-          23/96   voff=99
BA   64   CR     1+1/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   64   CR     1+3/8   TR  6   CH  7   NT  E--         11/96   voff=99
BA   64   CR     1+3/8   TR  7   CH  8   NT  B--         11/96   voff=99
BA   64   CR     1+3/8   TR  7   CH  8   NT  E-          11/96   voff=99
BA   64   CR     1+1/2   TR  6   CH  7   NT  F--         11/96   voff=99
BA   64   CR     1+1/2   TR  7   CH  8   NT  C-          11/96   voff=99
BA   64   CR     1+1/2   TR  7   CH  8   NT  F-          11/96   voff=99
BA   64   CR     1+1/2   TR  9   CH 10   NT  C-          23/96   voff=99
BA   64   CR     1+1/2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   64   CR     1+1/2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   64   CR     1+5/8   TR  6   CH  7   NT  F#--        11/96   voff=99
BA   64   CR     1+5/8   TR  7   CH  8   NT  C#-         11/96   voff=99
BA   64   CR     1+5/8   TR  7   CH  8   NT  F#-         11/96   voff=99
BA   64   CR     1+3/4   TR  6   CH  7   NT  G--         11/96   voff=99
BA   64   CR     1+3/4   TR  7   CH  8   NT  D-          11/96   voff=99
BA   64   CR     1+3/4   TR  7   CH  8   NT  G-          11/96   voff=99
BA   64   CR     1+3/4   TR  9   CH 10   NT  C-          23/96   voff=99
BA   64   CR     1+3/4   TR  9   CH 10   NT  C--         23/96   voff=99
BA   64   CR     1+7/8   TR  6   CH  7   NT  G#--        11/96   voff=99
BA   64   CR     1+7/8   TR  7   CH  8   NT  Eb-         11/96   voff=99
BA   64   CR     1+7/8   TR  7   CH  8   NT  G#-         11/96   voff=99
BA   64   CR         2   TR  1   CH  1   NT  A         1+95/96   voff=99
BA   64   CR         2   TR  2   CH  2   NT  A         1+95/96   voff=99
BA   64   CR         2   TR  2   CH  2   NT  E         1+95/96   voff=99
BA   64   CR         2   TR  6   CH  7   NT  A--         95/96   voff=99
BA   64   CR         2   TR  7   CH  8   NT  E-          95/96   voff=99
BA   64   CR         2   TR  7   CH  8   NT  A-          95/96   voff=99
BA   64   CR         2   TR  8   CH  9   NT  A         1+95/96   voff=99
BA   64   CR         2   TR  8   CH  9   NT  A-        1+95/96   voff=99
BA   64   CR         2   TR  9   CH 10   NT  D-          23/96   voff=99
BA   64   CR         2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   64   CR         2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   64   CR         2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   64   CR     2+1/4   TR  9   CH 10   NT  D-          23/96   voff=99
BA   64   CR     2+1/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   64   CR     2+1/2   TR  9   CH 10   NT  D-          23/96   voff=99
BA   64   CR     2+1/2   TR  9   CH 10   NT  A'          47/96   voff=99
BA   64   CR     2+1/2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   64   CR     2+1/2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   64   CR     2+3/4   TR  9   CH 10   NT  D-          23/96   voff=99
BA   64   CR     2+3/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   64   CR     2+3/4   TR  9   CH 10   NT  C--         23/96   voff=99
BA   64   CR         3   TR  6   CH  7   NT  Eb--        11/96   voff=99
BA   64   CR         3   TR  7   CH  8   NT  Bb--        11/96   voff=99
BA   64   CR         3   TR  7   CH  8   NT  Eb-         11/96   voff=99
BA   64   CR         3   TR  9   CH 10   NT  D-          23/96   voff=99
BA   64   CR         3   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   64   CR         3   TR  9   CH 10   NT  D--         23/96   voff=99
BA   64   CR         3   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   64   CR     3+1/8   TR  6   CH  7   NT  E--         11/96   voff=99
BA   64   CR     3+1/8   TR  7   CH  8   NT  B--         11/96   voff=99
BA   64   CR     3+1/8   TR  7   CH  8   NT  E-          11/96   voff=99
BA   64   CR     3+1/4   TR  6   CH  7   NT  F--         11/96   voff=99
BA   64   CR     3+1/4   TR  7   CH  8   NT  C-          11/96   voff=99
BA   64   CR     3+1/4   TR  7   CH  8   NT  F-          11/96   voff=99
BA   64   CR     3+1/4   TR  9   CH 10   NT  D-          23/96   voff=99
BA   64   CR     3+1/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   64   CR     3+3/8   TR  6   CH  7   NT  F#--        11/96   voff=99
BA   64   CR     3+3/8   TR  7   CH  8   NT  C#-         11/96   voff=99
BA   64   CR     3+3/8   TR  7   CH  8   NT  F#-         11/96   voff=99
BA   64   CR     3+1/2   TR  6   CH  7   NT  G--         11/96   voff=99
BA   64   CR     3+1/2   TR  7   CH  8   NT  D-          11/96   voff=99
BA   64   CR     3+1/2   TR  7   CH  8   NT  G-          11/96   voff=99
BA   64   CR     3+1/2   TR  9   CH 10   NT  D-          23/96   voff=99
BA   64   CR     3+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   64   CR     3+1/2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   64   CR     3+1/2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   64   CR     3+5/8   TR  6   CH  7   NT  G#--        11/96   voff=99
BA   64   CR     3+5/8   TR  7   CH  8   NT  Eb-         11/96   voff=99
BA   64   CR     3+5/8   TR  7   CH  8   NT  G#-         11/96   voff=99
BA   64   CR     3+3/4   TR  6   CH  7   NT  A--         11/96   voff=99
BA   64   CR     3+3/4   TR  7   CH  8   NT  E-          11/96   voff=99
BA   64   CR     3+3/4   TR  7   CH  8   NT  A-          11/96   voff=99
BA   64   CR     3+3/4   TR  9   CH 10   NT  D-          23/96   voff=99
BA   64   CR     3+3/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   64   CR     3+3/4   TR  9   CH 10   NT  C--         23/96   voff=99
BA   64   CR     3+7/8   TR  6   CH  7   NT  Bb--        11/96   voff=99
BA   64   CR     3+7/8   TR  7   CH  8   NT  F-          11/96   voff=99
BA   64   CR     3+7/8   TR  7   CH  8   NT  Bb-         11/96   voff=99

BA   65   CR         0   TR  1   CH  1   NT  B         3+95/96   voff=99
BA   65   CR         0   TR  2   CH  2   NT  B         3+95/96   voff=99
BA   65   CR         0   TR  2   CH  2   NT  F#        3+95/96   voff=99
BA   65   CR         0   TR  6   CH  7   NT  B--         47/96   voff=99
BA   65   CR         0   TR  7   CH  8   NT  F#-         47/96   voff=99
BA   65   CR         0   TR  7   CH  8   NT  B-          47/96   voff=99
BA   65   CR         0   TR  8   CH  9   NT  B         3+95/96   voff=99
BA   65   CR         0   TR  8   CH  9   NT  B-        3+95/96   voff=99
BA   65   CR         0   TR  9   CH 10   NT  B--         23/96   voff=99
BA   65   CR         0   TR  9   CH 10   NT  A'          47/96   voff=99
BA   65   CR         0   TR  9   CH 10   NT  Bb--        23/96   voff=99
BA   65   CR         0   TR  9   CH 10   NT  C--         23/96   voff=99
BA   65   CR       1/4   TR  9   CH 10   NT  B--         23/96   voff=99
BA   65   CR       1/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   65   CR       1/2   TR  6   CH  7   NT  B--         47/96   voff=99
BA   65   CR       1/2   TR  7   CH  8   NT  B-          47/96   voff=99
BA   65   CR       1/2   TR  7   CH  8   NT  F#-         47/96   voff=99
BA   65   CR       1/2   TR  9   CH 10   NT  B--         23/96   voff=99
BA   65   CR       1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   65   CR       1/2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   65   CR       1/2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   65   CR       3/4   TR  9   CH 10   NT  B--         23/96   voff=99
BA   65   CR       3/4   TR  9   CH 10   NT  C--         23/96   voff=99
BA   65   CR         1   TR  6   CH  7   NT  B--         47/96   voff=99
BA   65   CR         1   TR  7   CH  8   NT  B-          47/96   voff=99
BA   65   CR         1   TR  7   CH  8   NT  F#-         47/96   voff=99
BA   65   CR         1   TR  9   CH 10   NT  B--         23/96   voff=99
BA   65   CR         1   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   65   CR         1   TR  9   CH 10   NT  D--         23/96   voff=99
BA   65   CR     1+1/4   TR  9   CH 10   NT  B--         23/96   voff=99
BA   65   CR     1+1/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   65   CR     1+1/2   TR  6   CH  7   NT  B--         47/96   voff=99
BA   65   CR     1+1/2   TR  7   CH  8   NT  B-          47/96   voff=99
BA   65   CR     1+1/2   TR  7   CH  8   NT  F#-         47/96   voff=99
BA   65   CR     1+1/2   TR  9   CH 10   NT  B--         23/96   voff=99
BA   65   CR     1+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   65   CR     1+1/2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   65   CR     1+1/2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   65   CR     1+3/4   TR  9   CH 10   NT  B--         23/96   voff=99
BA   65   CR     1+3/4   TR  9   CH 10   NT  C--         23/96   voff=99
BA   65   CR         2   TR  6   CH  7   NT  B--         47/96   voff=99
BA   65   CR         2   TR  7   CH  8   NT  B-          47/96   voff=99
BA   65   CR         2   TR  7   CH  8   NT  F#-         47/96   voff=99
BA   65   CR         2   TR  9   CH 10   NT  A--         23/96   voff=99
BA   65   CR         2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   65   CR         2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   65   CR         2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   65   CR     2+1/4   TR  9   CH 10   NT  A--         23/96   voff=99
BA   65   CR     2+1/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   65   CR     2+1/2   TR  6   CH  7   NT  B--         47/96   voff=99
BA   65   CR     2+1/2   TR  7   CH  8   NT  B-          47/96   voff=99
BA   65   CR     2+1/2   TR  7   CH  8   NT  F#-         47/96   voff=99
BA   65   CR     2+1/2   TR  9   CH 10   NT  D-          23/96   voff=99
BA   65   CR     2+1/2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   65   CR     2+1/2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   65   CR     2+1/2   TR  9   CH 10   NT  A'          47/96   voff=99
BA   65   CR     2+3/4   TR  9   CH 10   NT  D-          23/96   voff=99
BA   65   CR     2+3/4   TR  9   CH 10   NT  C--         23/96   voff=99
BA   65   CR     2+3/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   65   CR         3   TR  6   CH  7   NT  B--         47/96   voff=99
BA   65   CR         3   TR  7   CH  8   NT  B-          47/96   voff=99
BA   65   CR         3   TR  7   CH  8   NT  F#-         47/96   voff=99
BA   65   CR         3   TR  9   CH 10   NT  B--         23/96   voff=99
BA   65   CR         3   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   65   CR         3   TR  9   CH 10   NT  D--         23/96   voff=99
BA   65   CR         3   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   65   CR     3+1/4   TR  9   CH 10   NT  B--         23/96   voff=99
BA   65   CR     3+1/4   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   65   CR     3+1/2   TR  6   CH  7   NT  B--         47/96   voff=99
BA   65   CR     3+1/2   TR  7   CH  8   NT  B-          47/96   voff=99
BA   65   CR     3+1/2   TR  7   CH  8   NT  F#-         47/96   voff=99
BA   65   CR     3+1/2   TR  9   CH 10   NT  C-          23/96   voff=99
BA   65   CR     3+1/2   TR  9   CH 10   NT  G#'         47/96   voff=99
BA   65   CR     3+1/2   TR  9   CH 10   NT  C--         23/96   voff=99
BA   65   CR     3+1/2   TR  9   CH 10   NT  F#--        23/96   voff=99
BA   65   CR     3+3/4   TR  9   CH 10   NT  C-          23/96   voff=99
BA   65   CR     3+3/4   TR  9   CH 10   NT  D--         23/96   voff=99
BA   65   CR     3+3/4   TR  9   CH 10   NT  F#--        23/96   voff=99

BA   66   CR         0   TR  1   CH  1   Channel volume 127
BA   66   CR         0   TR  4   CH  4   Channel volume 127
BA   66   CR         0   TR  9   CH 10   NT  D-          23/96   voff=99
BA   66   CR         0   TR  9   CH 10   NT  C--         95/96   voff=99
BA   66   CR         0   TR  9   CH 10   NT  C#-         95/96   voff=99
BA   66   CR         0   TR  9   CH 10   NT  E-          95/96   voff=99
BA   66   CR         0   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   66   CR       1/4   TR  9   CH 10   NT  D-          23/96   voff=99
BA   66   CR       1/2   TR  9   CH 10   NT  D-          23/96   voff=99
BA   66   CR       3/4   TR  9   CH 10   NT  D-          23/96   voff=99
BA   66   CR         1   TR  9   CH 10   NT  D-          23/96   voff=99
BA   66   CR         1   TR  9   CH 10   NT  C--         47/96   voff=99
BA   66   CR         1   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   66   CR     1+1/2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   66   CR     1+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   66   CR         2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   66   CR         2   TR  9   CH 10   NT  Eb--        47/96   voff=99
BA   66   CR         2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   66   CR     2+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   66   CR     2+1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   66   CR         3   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   66   CR     3+1/2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   66   CR     3+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99

BA   67   CR         0   TR  9   CH 10   NT  C--         47/96   voff=99
BA   67   CR       1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   67   CR         1   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   67   CR     1+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   67   CR         2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   67   CR         2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   67   CR         2   TR  9   CH 10   NT  Eb--        47/96   voff=99
BA   67   CR     2+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   67   CR     2+1/2   TR  9   CH 10   NT  D--         47/96   voff=99
BA   67   CR         3   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   67   CR     3+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99

BA   68   CR         0   TR  9   CH 10   NT  A--         23/96   voff=99
BA   68   CR         0   TR  9   CH 10   NT  C--         95/96   voff=99
BA   68   CR         0   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   68   CR       1/4   TR  9   CH 10   NT  A--         23/96   voff=99
BA   68   CR       1/2   TR  9   CH 10   NT  A--         23/96   voff=99
BA   68   CR       3/4   TR  9   CH 10   NT  A--         23/96   voff=99
BA   68   CR         1   TR  9   CH 10   NT  A--         23/96   voff=99
BA   68   CR         1   TR  9   CH 10   NT  C--         47/96   voff=99
BA   68   CR         1   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   68   CR     1+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   68   CR     1+1/2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   68   CR         2   TR  9   CH 10   NT  F#--        47/96   voff=99
BA   68   CR         2   TR  9   CH 10   NT  C--         47/96   voff=99
BA   68   CR         2   TR  9   CH 10   NT  Eb--        47/96   voff=99
BA   68   CR     2+1/2   TR  9   CH 10   NT  F#--        47/96   voff=99
