format=1 tracks=17 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 140
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Rockman World 2 - "Grinding Grounded Gears Down" v1.3"
BA   65   CR     2+3/4   TR  3   CH  3   NT  G#          23/96
BA   65   CR     2+3/4   TR  8   CH  8   NT  D--         23/96
BA   65   CR     2+3/4   TR 11   CH 10   NT  G#--        23/96
BA   65   CR     2+3/4   TR 13   CH 13   NT  G#          23/96
BA   65   CR     2+3/4   TR 15   CH 15   NT  D'          23/96
BA   65   CR     2+3/4   TR 16   CH 16   NT  D           23/96
BA   65   CR     2+7/8   TR 14   CH 14   NT  C'          23/96
BA   65   CR         3   TR  3   CH  3   NT  G           23/96
BA   65   CR         3   TR  7   CH  7   NT  G--         47/96
BA   65   CR         3   TR  8   CH  8   NT  E--         23/96
BA   65   CR         3   TR 11   CH 10   NT  G#--        23/96
BA   65   CR         3   TR 11   CH 10   NT  D--         23/96
BA   65   CR         3   TR 11   CH 10   NT  B---        23/96
BA   65   CR         3   TR 12   CH 12   NT  G--         47/96
BA   65   CR         3   TR 13   CH 13   NT  G           23/96
BA   65   CR         3   TR 15   CH 15   NT  F'          47/96
BA   65   CR         3   TR 16   CH 16   NT  E           23/96
BA   65   CR     3+1/8   TR 14   CH 14   NT  A           23/96
BA   65   CR     3+1/4   TR  3   CH  3   NT  F           23/96
BA   65   CR     3+1/4   TR  8   CH  8   NT  E-          23/96
BA   65   CR     3+1/4   TR 11   CH 10   NT  C--         23/96
BA   65   CR     3+1/4   TR 11   CH 10   NT  Bb--        47/96
BA   65   CR     3+1/4   TR 13   CH 13   NT  F           23/96
BA   65   CR     3+1/4   TR 16   CH 16   NT  E'          23/96
BA   65   CR     3+3/8   TR 14   CH 14   NT  G#          23/96
BA   65   CR     3+1/2   TR  3   CH  3   NT  E           23/96
BA   65   CR     3+1/2   TR  7   CH  7   NT  F--         47/96
BA   65   CR     3+1/2   TR  8   CH  8   NT  E--         23/96
BA   65   CR     3+1/2   TR 11   CH 10   NT  C--         23/96
BA   65   CR     3+1/2   TR 11   CH 10   NT  G#--        23/96
BA   65   CR     3+1/2   TR 12   CH 12   NT  F--         47/96
BA   65   CR     3+1/2   TR 13   CH 13   NT  E           23/96
BA   65   CR     3+1/2   TR 15   CH 15   NT  C'          23/96
BA   65   CR     3+1/2   TR 16   CH 16   NT  E           23/96
BA   65   CR     3+5/8   TR 14   CH 14   NT  G           23/96
BA   65   CR     3+3/4   TR  3   CH  3   NT  D           23/96
BA   65   CR     3+3/4   TR  8   CH  8   NT  F-          23/96
BA   65   CR     3+3/4   TR 11   CH 10   NT  Bb--        47/96
BA   65   CR     3+3/4   TR 13   CH 13   NT  D           23/96
BA   65   CR     3+3/4   TR 15   CH 15   NT  A           23/96
BA   65   CR     3+3/4   TR 16   CH 16   NT  F'          23/96
BA   65   CR     3+7/8   TR 14   CH 14   NT  F           23/96

BA   66   CR         0   TR  3   CH  3   NT  E           23/96
BA   66   CR         0   TR  7   CH  7   NT  D--         23/96
BA   66   CR         0   TR  8   CH  8   NT  F--         23/96
BA   66   CR         0   TR 11   CH 10   NT  G-          71/96
BA   66   CR         0   TR 11   CH 10   NT  G#--        23/96
BA   66   CR         0   TR 11   CH 10   NT  B---        23/96
BA   66   CR         0   TR 12   CH 12   NT  D--         23/96
BA   66   CR         0   TR 13   CH 13   NT  E           23/96
BA   66   CR         0   TR 15   CH 15   NT  G#          23/96
BA   66   CR         0   TR 16   CH 16   NT  F           23/96
BA   66   CR       1/8   TR 14   CH 14   NT  E           23/96
BA   66   CR       1/4   TR  3   CH  3   NT  F           23/96
BA   66   CR       1/4   TR  7   CH  7   NT  D--         47/96
BA   66   CR       1/4   TR  8   CH  8   NT  F-          23/96
BA   66   CR       1/4   TR 11   CH 10   NT  G#--        23/96
BA   66   CR       1/4   TR 11   CH 10   NT  C--         23/96
BA   66   CR       1/4   TR 12   CH 12   NT  D--         47/96
BA   66   CR       1/4   TR 13   CH 13   NT  F           23/96
BA   66   CR       1/4   TR 15   CH 15   NT  G           23/96
BA   66   CR       1/4   TR 16   CH 16   NT  F'          23/96
BA   66   CR       3/8   TR 14   CH 14   NT  D           23/96
BA   66   CR       1/2   TR  3   CH  3   NT  G           23/96
BA   66   CR       1/2   TR  8   CH  8   NT  F-          23/96
BA   66   CR       1/2   TR 11   CH 10   NT  C--         23/96
BA   66   CR       1/2   TR 11   CH 10   NT  Bb--        47/96
BA   66   CR       1/2   TR 13   CH 13   NT  G           23/96
BA   66   CR       1/2   TR 15   CH 15   NT  F           23/96
BA   66   CR       1/2   TR 16   CH 16   NT  F'          23/96
BA   66   CR       5/8   TR 14   CH 14   NT  E           23/96
BA   66   CR       3/4   TR  3   CH  3   NT  G#          23/96
BA   66   CR       3/4   TR  7   CH  7   NT  F--         23/96
BA   66   CR       3/4   TR  8   CH  8   NT  E--         23/96
BA   66   CR       3/4   TR 11   CH 10   NT  G#--        23/96
BA   66   CR       3/4   TR 12   CH 12   NT  F--         23/96
BA   66   CR       3/4   TR 13   CH 13   NT  G#          23/96
BA   66   CR       3/4   TR 15   CH 15   NT  E           23/96
BA   66   CR       3/4   TR 16   CH 16   NT  E           23/96
BA   66   CR       7/8   TR 14   CH 14   NT  F           23/96
BA   66   CR         1   TR  3   CH  3   NT  A           23/96
BA   66   CR         1   TR  7   CH  7   NT  F--         47/96
BA   66   CR         1   TR  8   CH  8   NT  E-          23/96
BA   66   CR         1   TR 11   CH 10   NT  B---        23/96
BA   66   CR         1   TR 11   CH 10   NT  D--         23/96
BA   66   CR         1   TR 11   CH 10   NT  G#--        23/96
BA   66   CR         1   TR 12   CH 12   NT  F--         47/96
BA   66   CR         1   TR 13   CH 13   NT  A           23/96
BA   66   CR         1   TR 15   CH 15   NT  D           23/96
BA   66   CR         1   TR 16   CH 16   NT  E'          23/96
BA   66   CR     1+1/8   TR 14   CH 14   NT  G           23/96
BA   66   CR     1+1/4   TR  3   CH  3   NT  C'          23/96
BA   66   CR     1+1/4   TR  8   CH  8   NT  E-          23/96
BA   66   CR     1+1/4   TR 11   CH 10   NT  C--         23/96
BA   66   CR     1+1/4   TR 11   CH 10   NT  Bb--        47/96
BA   66   CR     1+1/4   TR 13   CH 13   NT  C'          23/96
BA   66   CR     1+1/4   TR 15   CH 15   NT  E           23/96
BA   66   CR     1+1/4   TR 16   CH 16   NT  E'          23/96
BA   66   CR     1+3/8   TR 14   CH 14   NT  G#          23/96
BA   66   CR     1+1/2   TR  3   CH  3   NT  D'          23/96
BA   66   CR     1+1/2   TR  7   CH  7   NT  D--         23/96
BA   66   CR     1+1/2   TR  8   CH  8   NT  D-          23/96
BA   66   CR     1+1/2   TR  8   CH  8   NT  D--         23/96
BA   66   CR     1+1/2   TR 11   CH 10   NT  C--         23/96
BA   66   CR     1+1/2   TR 11   CH 10   NT  G#--        23/96
BA   66   CR     1+1/2   TR 12   CH 12   NT  D--         23/96
BA   66   CR     1+1/2   TR 13   CH 13   NT  D'          23/96
BA   66   CR     1+1/2   TR 15   CH 15   NT  F           23/96
BA   66   CR     1+1/2   TR 16   CH 16   NT  D'          23/96
BA   66   CR     1+1/2   TR 16   CH 16   NT  D           23/96
BA   66   CR     1+5/8   TR 14   CH 14   NT  A           23/96
BA   66   CR     1+3/4   TR  3   CH  3   NT  F'          23/96
BA   66   CR     1+3/4   TR  7   CH  7   NT  D--         47/96
BA   66   CR     1+3/4   TR  8   CH  8   NT  D-          23/96
BA   66   CR     1+3/4   TR 11   CH 10   NT  Bb--        47/96
BA   66   CR     1+3/4   TR 12   CH 12   NT  D--         47/96
BA   66   CR     1+3/4   TR 13   CH 13   NT  F'          23/96
BA   66   CR     1+3/4   TR 15   CH 15   NT  G           23/96
BA   66   CR     1+3/4   TR 16   CH 16   NT  D'          23/96
BA   66   CR     1+7/8   TR 14   CH 14   NT  C'          23/96
BA   66   CR         2   TR  3   CH  3   NT  D'          23/96
BA   66   CR         2   TR  8   CH  8   NT  D-          23/96
BA   66   CR         2   TR 11   CH 10   NT  B---        23/96
BA   66   CR         2   TR 11   CH 10   NT  G#--        23/96
BA   66   CR         2   TR 13   CH 13   NT  D'          23/96
BA   66   CR         2   TR 15   CH 15   NT  G#          23/96
BA   66   CR         2   TR 16   CH 16   NT  D'          23/96
BA   66   CR     2+1/8   TR 14   CH 14   NT  D'          23/96
BA   66   CR     2+1/4   TR  3   CH  3   NT  C'          23/96
BA   66   CR     2+1/4   TR  7   CH  7   NT  C--         23/96
BA   66   CR     2+1/4   TR  8   CH  8   NT  E-          23/96
BA   66   CR     2+1/4   TR 11   CH 10   NT  G#--        23/96
BA   66   CR     2+1/4   TR 11   CH 10   NT  C--         23/96
BA   66   CR     2+1/4   TR 12   CH 12   NT  C--         23/96
BA   66   CR     2+1/4   TR 13   CH 13   NT  C'          23/96
BA   66   CR     2+1/4   TR 15   CH 15   NT  A           23/96
BA   66   CR     2+1/4   TR 16   CH 16   NT  E'          23/96
BA   66   CR     2+3/8   TR 14   CH 14   NT  F'          23/96
BA   66   CR     2+1/2   TR  3   CH  3   NT  A           23/96
BA   66   CR     2+1/2   TR  7   CH  7   NT  C--         47/96
BA   66   CR     2+1/2   TR  8   CH  8   NT  F-          23/96
BA   66   CR     2+1/2   TR 11   CH 10   NT  Bb--        47/96
BA   66   CR     2+1/2   TR 11   CH 10   NT  C--         23/96
BA   66   CR     2+1/2   TR 12   CH 12   NT  C--         47/96
BA   66   CR     2+1/2   TR 13   CH 13   NT  A           23/96
BA   66   CR     2+1/2   TR 15   CH 15   NT  C'          23/96
BA   66   CR     2+1/2   TR 16   CH 16   NT  F'          23/96
BA   66   CR     2+5/8   TR 14   CH 14   NT  D'          23/96
BA   66   CR     2+3/4   TR  3   CH  3   NT  G#          23/96
BA   66   CR     2+3/4   TR  8   CH  8   NT  G-          23/96
BA   66   CR     2+3/4   TR 11   CH 10   NT  G#--        23/96
BA   66   CR     2+3/4   TR 13   CH 13   NT  G#          23/96
BA   66   CR     2+3/4   TR 15   CH 15   NT  D'          23/96
BA   66   CR     2+3/4   TR 16   CH 16   NT  G'          23/96
BA   66   CR     2+7/8   TR 14   CH 14   NT  C'          23/96
BA   66   CR         3   TR  3   CH  3   NT  G           23/96
BA   66   CR         3   TR  7   CH  7   NT  A---        47/96
BA   66   CR         3   TR  8   CH  8   NT  E-          23/96
BA   66   CR         3   TR 11   CH 10   NT  G#--        23/96
BA   66   CR         3   TR 11   CH 10   NT  D--         23/96
BA   66   CR         3   TR 11   CH 10   NT  B---        23/96
BA   66   CR         3   TR 12   CH 12   NT  A---        47/96
BA   66   CR         3   TR 13   CH 13   NT  G           23/96
BA   66   CR         3   TR 15   CH 15   NT  F'          23/96
BA   66   CR         3   TR 16   CH 16   NT  E'          23/96
BA   66   CR     3+1/8   TR 14   CH 14   NT  A           23/96
BA   66   CR     3+1/4   TR  3   CH  3   NT  F           23/96
BA   66   CR     3+1/4   TR  8   CH  8   NT  F-          23/96
BA   66   CR     3+1/4   TR 11   CH 10   NT  Bb--        47/96
BA   66   CR     3+1/4   TR 11   CH 10   NT  C--         23/96
BA   66   CR     3+1/4   TR 13   CH 13   NT  F           23/96
BA   66   CR     3+1/4   TR 15   CH 15   NT  D'          23/96
BA   66   CR     3+1/4   TR 16   CH 16   NT  F'          23/96
BA   66   CR     3+3/8   TR 14   CH 14   NT  G#          23/96
BA   66   CR     3+1/2   TR  3   CH  3   NT  E           23/96
BA   66   CR     3+1/2   TR  7   CH  7   NT  C--         47/96
BA   66   CR     3+1/2   TR  8   CH  8   NT  G-          23/96
BA   66   CR     3+1/2   TR 11   CH 10   NT  G#--        23/96
BA   66   CR     3+1/2   TR 11   CH 10   NT  C--         23/96
BA   66   CR     3+1/2   TR 12   CH 12   NT  C--         47/96
BA   66   CR     3+1/2   TR 13   CH 13   NT  E           23/96
BA   66   CR     3+1/2   TR 15   CH 15   NT  C'          23/96
BA   66   CR     3+1/2   TR 16   CH 16   NT  G'          23/96
BA   66   CR     3+5/8   TR 14   CH 14   NT  G           23/96
BA   66   CR     3+3/4   TR  3   CH  3   NT  D           23/96
BA   66   CR     3+3/4   TR  8   CH  8   NT  A-          23/96
BA   66   CR     3+3/4   TR 11   CH 10   NT  Bb--        47/96
BA   66   CR     3+3/4   TR 13   CH 13   NT  D           23/96
BA   66   CR     3+3/4   TR 15   CH 15   NT  A           23/96
BA   66   CR     3+3/4   TR 16   CH 16   NT  A'          23/96
BA   66   CR     3+7/8   TR 14   CH 14   NT  F           23/96

BA   67   CR         0   TR  3   CH  3   NT  E           23/96
BA   67   CR         0   TR  7   CH  7   NT  D--         23/96
BA   67   CR         0   TR  8   CH  8   NT  F--         23/96
BA   67   CR         0   TR 11   CH 10   NT  B---        23/96
BA   67   CR         0   TR 11   CH 10   NT  G#--        23/96
BA   67   CR         0   TR 11   CH 10   NT  G-          71/96
BA   67   CR         0   TR 12   CH 12   NT  D--         23/96
BA   67   CR         0   TR 13   CH 13   NT  E           23/96
BA   67   CR         0   TR 15   CH 15   NT  G#          23/96
BA   67   CR         0   TR 16   CH 16   NT  F           23/96
BA   67   CR       1/8   TR 14   CH 14   NT  E           23/96
BA   67   CR       1/4   TR  3   CH  3   NT  F           23/96
BA   67   CR       1/4   TR  7   CH  7   NT  D--         47/96
BA   67   CR       1/4   TR  8   CH  8   NT  F--         23/96
BA   67   CR       1/4   TR 11   CH 10   NT  C--         23/96
BA   67   CR       1/4   TR 11   CH 10   NT  G#--        23/96
BA   67   CR       1/4   TR 12   CH 12   NT  D--         47/96
BA   67   CR       1/4   TR 13   CH 13   NT  F           23/96
BA   67   CR       1/4   TR 15   CH 15   NT  G           23/96
BA   67   CR       1/4   TR 16   CH 16   NT  F           23/96
BA   67   CR       3/8   TR 14   CH 14   NT  D           23/96
BA   67   CR       1/2   TR  3   CH  3   NT  G           23/96
BA   67   CR       1/2   TR  8   CH  8   NT  F-          23/96
BA   67   CR       1/2   TR 11   CH 10   NT  C--         23/96
BA   67   CR       1/2   TR 11   CH 10   NT  Bb--        47/96
BA   67   CR       1/2   TR 13   CH 13   NT  G           23/96
BA   67   CR       1/2   TR 15   CH 15   NT  F           23/96
BA   67   CR       1/2   TR 16   CH 16   NT  F'          23/96
BA   67   CR       5/8   TR 14   CH 14   NT  E           23/96
BA   67   CR       3/4   TR  3   CH  3   NT  G#          23/96
BA   67   CR       3/4   TR  7   CH  7   NT  F--         23/96
BA   67   CR       3/4   TR  8   CH  8   NT  E--         23/96
BA   67   CR       3/4   TR 11   CH 10   NT  G#--        23/96
BA   67   CR       3/4   TR 12   CH 12   NT  F--         23/96
BA   67   CR       3/4   TR 13   CH 13   NT  G#          23/96
BA   67   CR       3/4   TR 15   CH 15   NT  E           23/96
BA   67   CR       3/4   TR 16   CH 16   NT  E           23/96
BA   67   CR       7/8   TR 14   CH 14   NT  F           23/96
BA   67   CR         1   TR  3   CH  3   NT  A           23/96
BA   67   CR         1   TR  7   CH  7   NT  F--         47/96
BA   67   CR         1   TR  8   CH  8   NT  E--         23/96
BA   67   CR         1   TR 11   CH 10   NT  G#--        23/96
BA   67   CR         1   TR 11   CH 10   NT  D--         23/96
BA   67   CR         1   TR 11   CH 10   NT  B---        23/96
BA   67   CR         1   TR 12   CH 12   NT  F--         47/96
BA   67   CR         1   TR 13   CH 13   NT  A           23/96
BA   67   CR         1   TR 15   CH 15   NT  D           23/96
BA   67   CR         1   TR 16   CH 16   NT  E           23/96
BA   67   CR     1+1/8   TR 14   CH 14   NT  G           23/96
BA   67   CR     1+1/4   TR  3   CH  3   NT  C'          23/96
BA   67   CR     1+1/4   TR  8   CH  8   NT  E-          23/96
BA   67   CR     1+1/4   TR 11   CH 10   NT  C--         23/96
BA   67   CR     1+1/4   TR 11   CH 10   NT  Bb--        47/96
BA   67   CR     1+1/4   TR 13   CH 13   NT  C'          23/96
BA   67   CR     1+1/4   TR 15   CH 15   NT  E           23/96
BA   67   CR     1+1/4   TR 16   CH 16   NT  E'          23/96
BA   67   CR     1+3/8   TR 14   CH 14   NT  G#          23/96
BA   67   CR     1+1/2   TR  3   CH  3   NT  D'          23/96
BA   67   CR     1+1/2   TR  7   CH  7   NT  G--         23/96
BA   67   CR     1+1/2   TR  8   CH  8   NT  D--         23/96
BA   67   CR     1+1/2   TR 11   CH 10   NT  G#--        23/96
BA   67   CR     1+1/2   TR 11   CH 10   NT  C--         23/96
BA   67   CR     1+1/2   TR 12   CH 12   NT  G--         23/96
BA   67   CR     1+1/2   TR 13   CH 13   NT  D'          23/96
BA   67   CR     1+1/2   TR 15   CH 15   NT  F           23/96
BA   67   CR     1+1/2   TR 16   CH 16   NT  D           23/96
BA   67   CR     1+5/8   TR 14   CH 14   NT  A           23/96
BA   67   CR     1+3/4   TR  3   CH  3   NT  F'          47/96
BA   67   CR     1+3/4   TR  7   CH  7   NT  G--         47/96
BA   67   CR     1+3/4   TR  8   CH  8   NT  D-          23/96
BA   67   CR     1+3/4   TR 11   CH 10   NT  Bb--        47/96
BA   67   CR     1+3/4   TR 12   CH 12   NT  G--         47/96
BA   67   CR     1+3/4   TR 13   CH 13   NT  F'          47/96
BA   67   CR     1+3/4   TR 15   CH 15   NT  G           23/96
BA   67   CR     1+3/4   TR 16   CH 16   NT  D'          23/96
BA   67   CR     1+7/8   TR 14   CH 14   NT  C'          23/96
BA   67   CR         2   TR  8   CH  8   NT  C--         23/96
BA   67   CR         2   TR 11   CH 10   NT  G#--        23/96
BA   67   CR         2   TR 11   CH 10   NT  B---        23/96
BA   67   CR         2   TR 15   CH 15   NT  G#          23/96
BA   67   CR         2   TR 16   CH 16   NT  C           23/96
BA   67   CR     2+1/8   TR 14   CH 14   NT  D'          23/96
BA   67   CR     2+1/4   TR  3   CH  3   NT  C'          23/96
BA   67   CR     2+1/4   TR  7   CH  7   NT  G#--        23/96
BA   67   CR     2+1/4   TR  8   CH  8   NT  D--         23/96
BA   67   CR     2+1/4   TR 11   CH 10   NT  C--         23/96
BA   67   CR     2+1/4   TR 11   CH 10   NT  G#--        23/96
BA   67   CR     2+1/4   TR 12   CH 12   NT  G#--        23/96
BA   67   CR     2+1/4   TR 13   CH 13   NT  C'          23/96
BA   67   CR     2+1/4   TR 15   CH 15   NT  A           23/96
BA   67   CR     2+1/4   TR 16   CH 16   NT  D           23/96
BA   67   CR     2+3/8   TR 14   CH 14   NT  F'          47/96
BA   67   CR     2+1/2   TR  3   CH  3   NT  A           23/96
BA   67   CR     2+1/2   TR  7   CH  7   NT  G#--        47/96
BA   67   CR     2+1/2   TR  8   CH  8   NT  D-          23/96
BA   67   CR     2+1/2   TR 11   CH 10   NT  Bb--        47/96
BA   67   CR     2+1/2   TR 11   CH 10   NT  C--         23/96
BA   67   CR     2+1/2   TR 12   CH 12   NT  G#--        47/96
BA   67   CR     2+1/2   TR 13   CH 13   NT  A           23/96
BA   67   CR     2+1/2   TR 15   CH 15   NT  C'          23/96
BA   67   CR     2+1/2   TR 16   CH 16   NT  D'          23/96
BA   67   CR     2+3/4   TR  3   CH  3   NT  G#          23/96
BA   67   CR     2+3/4   TR  8   CH  8   NT  D--         23/96
BA   67   CR     2+3/4   TR 11   CH 10   NT  G#--        23/96
BA   67   CR     2+3/4   TR 13   CH 13   NT  G#          23/96
BA   67   CR     2+3/4   TR 15   CH 15   NT  D'          23/96
BA   67   CR     2+3/4   TR 16   CH 16   NT  D           23/96
BA   67   CR     2+7/8   TR 14   CH 14   NT  C'          23/96
BA   67   CR         3   TR  3   CH  3   NT  G           23/96
BA   67   CR         3   TR  7   CH  7   NT  G--         47/96
BA   67   CR         3   TR  8   CH  8   NT  E--         23/96
BA   67   CR         3   TR 11   CH 10   NT  B---        23/96
BA   67   CR         3   TR 11   CH 10   NT  D--         23/96
BA   67   CR         3   TR 11   CH 10   NT  G#--        23/96
BA   67   CR         3   TR 12   CH 12   NT  G--         47/96
BA   67   CR         3   TR 13   CH 13   NT  G           23/96
BA   67   CR         3   TR 15   CH 15   NT  F'          47/96
BA   67   CR         3   TR 16   CH 16   NT  E           23/96
BA   67   CR     3+1/8   TR 14   CH 14   NT  A           23/96
BA   67   CR     3+1/4   TR  3   CH  3   NT  F           23/96
BA   67   CR     3+1/4   TR  8   CH  8   NT  E-          23/96
BA   67   CR     3+1/4   TR 11   CH 10   NT  Bb--        47/96
BA   67   CR     3+1/4   TR 11   CH 10   NT  C--         23/96
BA   67   CR     3+1/4   TR 13   CH 13   NT  F           23/96
BA   67   CR     3+1/4   TR 16   CH 16   NT  E'          23/96
BA   67   CR     3+3/8   TR 14   CH 14   NT  G#          23/96
BA   67   CR     3+1/2   TR  3   CH  3   NT  E           23/96
BA   67   CR     3+1/2   TR  7   CH  7   NT  F--         47/96
BA   67   CR     3+1/2   TR  8   CH  8   NT  E--         23/96
BA   67   CR     3+1/2   TR 11   CH 10   NT  G#--        23/96
BA   67   CR     3+1/2   TR 11   CH 10   NT  C--         23/96
BA   67   CR     3+1/2   TR 12   CH 12   NT  F--         47/96
BA   67   CR     3+1/2   TR 13   CH 13   NT  E           23/96
BA   67   CR     3+1/2   TR 15   CH 15   NT  C'          23/96
BA   67   CR     3+1/2   TR 16   CH 16   NT  E           23/96
BA   67   CR     3+5/8   TR 14   CH 14   NT  G           23/96
BA   67   CR     3+3/4   TR  3   CH  3   NT  D           23/96
BA   67   CR     3+3/4   TR  8   CH  8   NT  F-          23/96
BA   67   CR     3+3/4   TR 11   CH 10   NT  Bb--        47/96
BA   67   CR     3+3/4   TR 13   CH 13   NT  D           23/96
BA   67   CR     3+3/4   TR 15   CH 15   NT  A           23/96
BA   67   CR     3+3/4   TR 16   CH 16   NT  F'          23/96
BA   67   CR     3+7/8   TR 14   CH 14   NT  F           23/96

BA   68   CR         0   TR  3   CH  3   NT  E           23/96
BA   68   CR         0   TR  7   CH  7   NT  D--         23/96
BA   68   CR         0   TR  8   CH  8   NT  F--         23/96
BA   68   CR         0   TR 11   CH 10   NT  B---        23/96
BA   68   CR         0   TR 11   CH 10   NT  G#--        23/96
BA   68   CR         0   TR 11   CH 10   NT  G-          71/96
BA   68   CR         0   TR 12   CH 12   NT  D--         23/96
BA   68   CR         0   TR 13   CH 13   NT  E           23/96
BA   68   CR         0   TR 15   CH 15   NT  G#          23/96
BA   68   CR         0   TR 16   CH 16   NT  F           23/96
BA   68   CR       1/8   TR 14   CH 14   NT  E           23/96
BA   68   CR       1/4   TR  3   CH  3   NT  F           23/96
BA   68   CR       1/4   TR  7   CH  7   NT  D--         47/96
BA   68   CR       1/4   TR  8   CH  8   NT  F-          23/96
BA   68   CR       1/4   TR 11   CH 10   NT  C--         23/96
BA   68   CR       1/4   TR 11   CH 10   NT  G#--        23/96
BA   68   CR       1/4   TR 12   CH 12   NT  D--         47/96
BA   68   CR       1/4   TR 13   CH 13   NT  F           23/96
BA   68   CR       1/4   TR 15   CH 15   NT  G           23/96
BA   68   CR       1/4   TR 16   CH 16   NT  F'          23/96
BA   68   CR       3/8   TR 14   CH 14   NT  D           23/96
BA   68   CR       1/2   TR  3   CH  3   NT  G           23/96
BA   68   CR       1/2   TR  8   CH  8   NT  F-          23/96
BA   68   CR       1/2   TR 11   CH 10   NT  C--         23/96
BA   68   CR       1/2   TR 11   CH 10   NT  Bb--        47/96
BA   68   CR       1/2   TR 13   CH 13   NT  G           23/96
BA   68   CR       1/2   TR 15   CH 15   NT  F           23/96
BA   68   CR       1/2   TR 16   CH 16   NT  F'          23/96
BA   68   CR       5/8   TR 14   CH 14   NT  E           23/96
BA   68   CR       3/4   TR  3   CH  3   NT  G#          23/96
BA   68   CR       3/4   TR  7   CH  7   NT  F--         23/96
BA   68   CR       3/4   TR  8   CH  8   NT  E--         23/96
BA   68   CR       3/4   TR 11   CH 10   NT  G#--        23/96
BA   68   CR       3/4   TR 12   CH 12   NT  F--         23/96
BA   68   CR       3/4   TR 13   CH 13   NT  G#          23/96
BA   68   CR       3/4   TR 15   CH 15   NT  E           23/96
BA   68   CR       3/4   TR 16   CH 16   NT  E           23/96
BA   68   CR       7/8   TR 14   CH 14   NT  F           23/96
BA   68   CR         1   TR  3   CH  3   NT  A           23/96
BA   68   CR         1   TR  7   CH  7   NT  F--         47/96
BA   68   CR         1   TR  8   CH  8   NT  E-          23/96
BA   68   CR         1   TR 11   CH 10   NT  G#--        23/96
BA   68   CR         1   TR 11   CH 10   NT  D--         23/96
BA   68   CR         1   TR 11   CH 10   NT  B---        23/96
BA   68   CR         1   TR 12   CH 12   NT  F--         47/96
BA   68   CR         1   TR 13   CH 13   NT  A           23/96
BA   68   CR         1   TR 15   CH 15   NT  D           23/96
BA   68   CR         1   TR 16   CH 16   NT  E'          23/96
BA   68   CR     1+1/8   TR 14   CH 14   NT  G           23/96
BA   68   CR     1+1/4   TR  3   CH  3   NT  C'          23/96
BA   68   CR     1+1/4   TR  8   CH  8   NT  E-          23/96
BA   68   CR     1+1/4   TR 11   CH 10   NT  C--         23/96
BA   68   CR     1+1/4   TR 11   CH 10   NT  Bb--        47/96
BA   68   CR     1+1/4   TR 13   CH 13   NT  C'          23/96
BA   68   CR     1+1/4   TR 15   CH 15   NT  E           23/96
BA   68   CR     1+1/4   TR 16   CH 16   NT  E'          23/96
BA   68   CR     1+3/8   TR 14   CH 14   NT  G#          23/96
BA   68   CR     1+1/2   TR  3   CH  3   NT  D'          23/96
BA   68   CR     1+1/2   TR  7   CH  7   NT  D--         23/96
BA   68   CR     1+1/2   TR  8   CH  8   NT  D-          23/96
BA   68   CR     1+1/2   TR  8   CH  8   NT  D--         23/96
BA   68   CR     1+1/2   TR 11   CH 10   NT  G#--        23/96
BA   68   CR     1+1/2   TR 11   CH 10   NT  C--         23/96
BA   68   CR     1+1/2   TR 12   CH 12   NT  D--         23/96
BA   68   CR     1+1/2   TR 13   CH 13   NT  D'          23/96
BA   68   CR     1+1/2   TR 15   CH 15   NT  F           23/96
BA   68   CR     1+1/2   TR 16   CH 16   NT  D'          23/96
BA   68   CR     1+1/2   TR 16   CH 16   NT  D           23/96
BA   68   CR     1+5/8   TR 14   CH 14   NT  A           23/96
BA   68   CR     1+3/4   TR  3   CH  3   NT  F'          23/96
BA   68   CR     1+3/4   TR  7   CH  7   NT  D--         47/96
BA   68   CR     1+3/4   TR  8   CH  8   NT  D-          23/96
BA   68   CR     1+3/4   TR 11   CH 10   NT  G#--        23/96
BA   68   CR     1+3/4   TR 11   CH 10   NT  Bb--        47/96
BA   68   CR     1+3/4   TR 12   CH 12   NT  D--         47/96
BA   68   CR     1+3/4   TR 13   CH 13   NT  F'          23/96
BA   68   CR     1+3/4   TR 15   CH 15   NT  G           23/96
BA   68   CR     1+3/4   TR 16   CH 16   NT  D'          23/96
BA   68   CR     1+7/8   TR 14   CH 14   NT  C'          23/96
BA   68   CR         2   TR  3   CH  3   NT  D'          23/96
BA   68   CR         2   TR  8   CH  8   NT  D-          23/96
BA   68   CR         2   TR 11   CH 10   NT  B---        23/96
BA   68   CR         2   TR 11   CH 10   NT  G#--        23/96
BA   68   CR         2   TR 13   CH 13   NT  D'          23/96
BA   68   CR         2   TR 15   CH 15   NT  G#          23/96
BA   68   CR         2   TR 16   CH 16   NT  D'          23/96
BA   68   CR     2+1/8   TR 14   CH 14   NT  D'          23/96
BA   68   CR     2+1/4   TR  3   CH  3   NT  C'          23/96
BA   68   CR     2+1/4   TR  7   CH  7   NT  C--         23/96
BA   68   CR     2+1/4   TR  8   CH  8   NT  E-          23/96
BA   68   CR     2+1/4   TR 11   CH 10   NT  G#--        23/96
BA   68   CR     2+1/4   TR 11   CH 10   NT  C--         23/96
BA   68   CR     2+1/4   TR 12   CH 12   NT  C--         23/96
