format=1 tracks=19 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 120
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "TECHBASS #2 (MIDI)"
BA   47   CR     1+3/4   TR  4   CH  4   NT  Bb-         47/96   voff=99
BA   47   CR     1+3/4   TR 15   CH 10   NT  D--         23/96   von=95   voff=95
BA   47   CR     1+3/4   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   47   CR     1+3/4   TR 17   CH 10   NT  Eb          23/96   voff=95
BA   47   CR         2   TR  1   CH  1   NT  Eb'''       47/96   voff=99
BA   47   CR         2   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   47   CR         2   TR  3   CH  3   NT  C''         47/96   voff=99
BA   47   CR         2   TR  3   CH  3   NT  C'          47/96   voff=99
BA   47   CR         2   TR  4   CH  4   NT  C           47/96   voff=99
BA   47   CR         2   TR  7   CH  7   NT  C'          47/96   voff=99
BA   47   CR         2   TR  8   CH  8   NT  C''         47/96   voff=99
BA   47   CR         2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   47   CR         2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   47   CR         2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   47   CR     2+1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   47   CR     2+1/4   TR  1   CH  1   NT  D'''        47/96   voff=99
BA   47   CR     2+1/4   TR 13   CH 10   NT  C--         23/96   von=97   voff=97
BA   47   CR     2+1/4   TR 15   CH 10   NT  D--         23/96   voff=95
BA   47   CR     2+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   47   CR     2+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   47   CR     2+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   47   CR     2+1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   47   CR     2+1/2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   47   CR     2+3/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   47   CR     2+3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   47   CR     2+3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   47   CR         3   TR  1   CH  1   NT  A''         47/96   voff=99
BA   47   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA   47   CR         3   TR  9   CH 11   NT  G-          47/96   voff=99
BA   47   CR         3   TR 10   CH 12   NT  G-          47/96   voff=99
BA   47   CR         3   TR 15   CH 10   NT  D--         23/96   voff=95
BA   47   CR         3   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   47   CR         3   TR 17   CH 10   NT  Eb          23/96   voff=95
BA   47   CR     3+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   47   CR     3+1/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   47   CR     3+1/4   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   47   CR     3+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   47   CR     3+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   47   CR     3+1/2   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   47   CR     3+1/2   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   47   CR     3+1/2   TR  4   CH  4   NT  Bb-         47/96   voff=99
BA   47   CR     3+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   47   CR     3+1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   47   CR     3+1/2   TR 13   CH 10   NT  C--         23/96   voff=95
BA   47   CR     3+1/2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   47   CR     3+1/2   TR 17   CH 10   NT  Eb          23/96   voff=95
BA   47   CR     3+3/4   TR  1   CH  1   NT  A''         47/96   voff=99
BA   47   CR     3+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA   47   CR     3+3/4   TR  3   CH  3   NT  A'          47/96   voff=99
BA   47   CR     3+3/4   TR  3   CH  3   NT  A           47/96   voff=99
BA   47   CR     3+3/4   TR  4   CH  4   NT  A-          47/96   voff=99

BA   48   CR         0   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   48   CR         0   TR  1   CH  1   NT  Eb'''       47/96   voff=99
BA   48   CR         0   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   48   CR         0   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   48   CR         0   TR  4   CH  4   NT  Bb-         47/96   voff=99
BA   48   CR         0   TR  7   CH  7   NT  Bb          47/96   voff=99
BA   48   CR         0   TR  8   CH  8   NT  Bb'         47/96   voff=99
BA   48   CR         0   TR  9   CH 11   NT  G-          47/96   voff=99
BA   48   CR         0   TR 10   CH 12   NT  G-          47/96   voff=99
BA   48   CR         0   TR 13   CH 10   NT  C--         23/96   von=96   voff=96
BA   48   CR         0   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   48   CR       1/4   TR  1   CH  1   NT  D'''        47/96   voff=99
BA   48   CR       1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   48   CR       1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   48   CR       1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   48   CR       1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   48   CR       1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   48   CR       1/2   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   48   CR       1/2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   48   CR       3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   48   CR       3/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   48   CR       3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   48   CR       3/4   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   48   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA   48   CR         1   TR  1   CH  1   NT  A''         47/96   voff=99
BA   48   CR         1   TR  9   CH 11   NT  G-          47/96   voff=99
BA   48   CR         1   TR 10   CH 12   NT  G-          47/96   voff=99
BA   48   CR         1   TR 15   CH 10   NT  D--         23/96   von=96   voff=96
BA   48   CR         1   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   48   CR     1+1/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   48   CR     1+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   48   CR     1+1/4   TR 17   CH 10   NT  Eb          23/96   voff=95
BA   48   CR     1+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   48   CR     1+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   48   CR     1+1/2   TR  3   CH  3   NT  A           47/96   voff=99
BA   48   CR     1+1/2   TR  3   CH  3   NT  A'          47/96   voff=99
BA   48   CR     1+1/2   TR  4   CH  4   NT  A-          47/96   voff=99
BA   48   CR     1+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   48   CR     1+1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   48   CR     1+1/2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   48   CR     1+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA   48   CR     1+3/4   TR  1   CH  1   NT  A''         47/96   voff=99
BA   48   CR     1+3/4   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   48   CR     1+3/4   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   48   CR     1+3/4   TR  4   CH  4   NT  Bb-         47/96   voff=99
BA   48   CR     1+3/4   TR 15   CH 10   NT  D--         23/96   von=95   voff=95
BA   48   CR     1+3/4   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   48   CR         2   TR  1   CH  1   NT  Eb'''       47/96   voff=99
BA   48   CR         2   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   48   CR         2   TR  3   CH  3   NT  C''         47/96   voff=99
BA   48   CR         2   TR  3   CH  3   NT  C'          47/96   voff=99
BA   48   CR         2   TR  4   CH  4   NT  C           47/96   voff=99
BA   48   CR         2   TR  7   CH  7   NT  C'          47/96   voff=99
BA   48   CR         2   TR  8   CH  8   NT  C''         47/96   voff=99
BA   48   CR         2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   48   CR         2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   48   CR         2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   48   CR         2   TR 17   CH 10   NT  Eb          23/96   voff=95
BA   48   CR     2+1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   48   CR     2+1/4   TR  1   CH  1   NT  D'''        47/96   voff=99
BA   48   CR     2+1/4   TR 13   CH 10   NT  C--         23/96   von=97   voff=97
BA   48   CR     2+1/4   TR 15   CH 10   NT  D--         23/96   voff=95
BA   48   CR     2+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   48   CR     2+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   48   CR     2+1/2   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   48   CR     2+1/2   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   48   CR     2+1/2   TR  4   CH  4   NT  Bb-         47/96   voff=99
BA   48   CR     2+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   48   CR     2+1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   48   CR     2+1/2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   48   CR     2+3/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   48   CR     2+3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   48   CR     2+3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   48   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA   48   CR         3   TR  1   CH  1   NT  A''         47/96   voff=99
BA   48   CR         3   TR  3   CH  3   NT  A'          47/96   voff=99
BA   48   CR         3   TR  3   CH  3   NT  A           47/96   voff=99
BA   48   CR         3   TR  4   CH  4   NT  A-          47/96   voff=99
BA   48   CR         3   TR  7   CH  7   NT  A           47/96   voff=99
BA   48   CR         3   TR  8   CH  8   NT  A'          47/96   voff=99
BA   48   CR         3   TR  9   CH 11   NT  G-          47/96   voff=99
BA   48   CR         3   TR 10   CH 12   NT  G-          47/96   voff=99
BA   48   CR         3   TR 15   CH 10   NT  D--         23/96   voff=95
BA   48   CR         3   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   48   CR     3+1/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   48   CR     3+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   48   CR     3+1/4   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   48   CR     3+1/4   TR 17   CH 10   NT  Eb          23/96   voff=95
BA   48   CR     3+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   48   CR     3+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   48   CR     3+1/2   TR  3   CH  3   NT  G           47/96   voff=99
BA   48   CR     3+1/2   TR  3   CH  3   NT  G'          47/96   voff=99
BA   48   CR     3+1/2   TR  4   CH  4   NT  G-          47/96   voff=99
BA   48   CR     3+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   48   CR     3+1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   48   CR     3+1/2   TR 13   CH 10   NT  C--         23/96   voff=95
BA   48   CR     3+1/2   TR 15   CH 10   NT  D--         23/96   voff=95
BA   48   CR     3+1/2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   48   CR     3+3/4   TR  1   CH  1   NT  A'          23/96   voff=99
BA   48   CR     3+3/4   TR  1   CH  1   NT  A''         23/96   voff=99
BA   48   CR     3+3/4   TR 17   CH 10   NT  Eb          23/96   voff=95

BA   49   CR         0   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   49   CR         0   TR  1   CH  1   NT  Eb'''       47/96   voff=99
BA   49   CR         0   TR  2   CH  2   NT  Eb'''       47/96   voff=99
BA   49   CR         0   TR  3   CH  3   NT  Eb          47/96   voff=99
BA   49   CR         0   TR  3   CH  3   NT  Eb'         47/96   voff=99
BA   49   CR         0   TR  4   CH  4   NT  Eb-         47/96   voff=99
BA   49   CR         0   TR  7   CH  7   NT  Eb          47/96   voff=99
BA   49   CR         0   TR  8   CH  8   NT  Eb'         47/96   voff=99
BA   49   CR         0   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   49   CR         0   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   49   CR         0   TR 11   CH 13   NT  Eb--      7+47/96   voff=99
BA   49   CR         0   TR 11   CH 13   NT  Eb-       7+47/96   voff=99
BA   49   CR         0   TR 12   CH 14   NT  Eb--      7+47/96   voff=99
BA   49   CR         0   TR 12   CH 14   NT  Eb-       7+47/96   voff=99
BA   49   CR         0   TR 13   CH 10   NT  C--         23/96   von=96   voff=96
BA   49   CR         0   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   49   CR       1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   49   CR       1/4   TR  1   CH  1   NT  D'''        47/96   voff=99
BA   49   CR       1/4   TR  2   CH  2   NT  D'''        47/96   voff=99
BA   49   CR       1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   49   CR       1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   49   CR       1/2   TR  2   CH  2   NT  C'''        47/96   voff=99
BA   49   CR       1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   49   CR       1/2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   49   CR       1/2   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   49   CR       1/2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   49   CR       3/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   49   CR       3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   49   CR       3/4   TR  2   CH  2   NT  Bb''        47/96   voff=99
BA   49   CR       3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   49   CR       3/4   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   49   CR         1   TR  1   CH  1   NT  A''         47/96   voff=99
BA   49   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA   49   CR         1   TR  2   CH  2   NT  A''         47/96   voff=99
BA   49   CR         1   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   49   CR         1   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   49   CR         1   TR 15   CH 10   NT  D--         23/96   von=96   voff=96
BA   49   CR         1   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   49   CR         1   TR 17   CH 10   NT  Eb          23/96   voff=95
BA   49   CR     1+1/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   49   CR     1+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   49   CR     1+1/4   TR  2   CH  2   NT  Bb''        47/96   voff=99
BA   49   CR     1+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   49   CR     1+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   49   CR     1+1/2   TR  2   CH  2   NT  C'''        47/96   voff=99
BA   49   CR     1+1/2   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   49   CR     1+1/2   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   49   CR     1+1/2   TR  4   CH  4   NT  Bb-         47/96   voff=99
BA   49   CR     1+1/2   TR  7   CH  7   NT  Bb          47/96   voff=99
BA   49   CR     1+1/2   TR  8   CH  8   NT  Bb'         47/96   voff=99
BA   49   CR     1+1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   49   CR     1+1/2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   49   CR     1+1/2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   49   CR     1+3/4   TR  1   CH  1   NT  A''         47/96   voff=99
BA   49   CR     1+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA   49   CR     1+3/4   TR  2   CH  2   NT  A''         47/96   voff=99
BA   49   CR     1+3/4   TR 15   CH 10   NT  D--         23/96   von=95   voff=95
BA   49   CR     1+3/4   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   49   CR     1+3/4   TR 17   CH 10   NT  Eb          23/96   voff=95
BA   49   CR         2   TR  1   CH  1   NT  Eb'''       47/96   voff=99
BA   49   CR         2   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   49   CR         2   TR  2   CH  2   NT  Eb'''       47/96   voff=99
BA   49   CR         2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   49   CR         2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   49   CR         2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   49   CR     2+1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   49   CR     2+1/4   TR  1   CH  1   NT  D'''        47/96   voff=99
BA   49   CR     2+1/4   TR  2   CH  2   NT  D'''        47/96   voff=99
BA   49   CR     2+1/4   TR 13   CH 10   NT  C--         23/96   von=97   voff=97
BA   49   CR     2+1/4   TR 15   CH 10   NT  D--         23/96   voff=95
BA   49   CR     2+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   49   CR     2+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   49   CR     2+1/2   TR  2   CH  2   NT  C'''        47/96   voff=99
BA   49   CR     2+1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   49   CR     2+1/2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   49   CR     2+1/2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   49   CR     2+3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   49   CR     2+3/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   49   CR     2+3/4   TR  2   CH  2   NT  Bb''        47/96   voff=99
BA   49   CR     2+3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   49   CR         3   TR  1   CH  1   NT  A''         47/96   voff=99
BA   49   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA   49   CR         3   TR  2   CH  2   NT  A''         47/96   voff=99
BA   49   CR         3   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   49   CR         3   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   49   CR         3   TR 15   CH 10   NT  D--         23/96   voff=95
BA   49   CR         3   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   49   CR         3   TR 17   CH 10   NT  Eb          23/96   voff=95
BA   49   CR     3+1/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   49   CR     3+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   49   CR     3+1/4   TR  2   CH  2   NT  Bb''        47/96   voff=99
BA   49   CR     3+1/4   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   49   CR     3+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   49   CR     3+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   49   CR     3+1/2   TR  2   CH  2   NT  C'''        47/96   voff=99
BA   49   CR     3+1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   49   CR     3+1/2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   49   CR     3+1/2   TR 13   CH 10   NT  C--         23/96   voff=95
BA   49   CR     3+1/2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   49   CR     3+1/2   TR 17   CH 10   NT  Eb          23/96   voff=95
BA   49   CR     3+3/4   TR  1   CH  1   NT  A''         47/96   voff=99
BA   49   CR     3+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA   49   CR     3+3/4   TR  2   CH  2   NT  A''         23/96   voff=99

BA   50   CR         0   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   50   CR         0   TR  1   CH  1   NT  Eb'''       47/96   voff=99
BA   50   CR         0   TR  2   CH  2   NT  Eb'''       47/96   voff=99
BA   50   CR         0   TR  3   CH  3   NT  Bb'         47/96   voff=99
BA   50   CR         0   TR  3   CH  3   NT  Bb          47/96   voff=99
BA   50   CR         0   TR  4   CH  4   NT  Bb-         47/96   voff=99
BA   50   CR         0   TR  7   CH  7   NT  Bb          47/96   voff=99
BA   50   CR         0   TR  8   CH  8   NT  Bb'         47/96   voff=99
BA   50   CR         0   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   50   CR         0   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   50   CR         0   TR 13   CH 10   NT  C--         23/96   von=96   voff=96
BA   50   CR         0   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   50   CR       1/4   TR  1   CH  1   NT  D'''        47/96   voff=99
BA   50   CR       1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   50   CR       1/4   TR  2   CH  2   NT  D'''        47/96   voff=99
BA   50   CR       1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   50   CR       1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   50   CR       1/2   TR  2   CH  2   NT  C'''        47/96   voff=99
BA   50   CR       1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   50   CR       1/2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   50   CR       1/2   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   50   CR       1/2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   50   CR       3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   50   CR       3/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   50   CR       3/4   TR  2   CH  2   NT  Bb''        47/96   voff=99
BA   50   CR       3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   50   CR       3/4   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   50   CR         1   TR  1   CH  1   NT  A''         47/96   voff=99
BA   50   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA   50   CR         1   TR  2   CH  2   NT  A''         47/96   voff=99
BA   50   CR         1   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   50   CR         1   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   50   CR         1   TR 15   CH 10   NT  D--         23/96   von=96   voff=96
BA   50   CR         1   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   50   CR     1+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   50   CR     1+1/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   50   CR     1+1/4   TR  2   CH  2   NT  Bb''        47/96   voff=99
BA   50   CR     1+1/4   TR 17   CH 10   NT  Eb          23/96   voff=95
BA   50   CR     1+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   50   CR     1+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   50   CR     1+1/2   TR  2   CH  2   NT  C'''        47/96   voff=99
BA   50   CR     1+1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   50   CR     1+1/2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   50   CR     1+1/2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   50   CR     1+3/4   TR  1   CH  1   NT  A''         47/96   voff=99
BA   50   CR     1+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA   50   CR     1+3/4   TR  2   CH  2   NT  A''         47/96   voff=99
BA   50   CR     1+3/4   TR 15   CH 10   NT  D--         23/96   von=95   voff=95
BA   50   CR     1+3/4   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   50   CR         2   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   50   CR         2   TR  1   CH  1   NT  Eb'''       47/96   voff=99
BA   50   CR         2   TR  2   CH  2   NT  Eb'''       47/96   voff=99
BA   50   CR         2   TR  3   CH  3   NT  Eb'         47/96   voff=99
BA   50   CR         2   TR  3   CH  3   NT  Eb          47/96   voff=99
BA   50   CR         2   TR  4   CH  4   NT  Eb-         47/96   voff=99
BA   50   CR         2   TR  7   CH  7   NT  Eb          47/96   voff=99
BA   50   CR         2   TR  8   CH  8   NT  Eb'         47/96   voff=99
BA   50   CR         2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   50   CR         2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   50   CR         2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   50   CR         2   TR 17   CH 10   NT  Eb          23/96   voff=95
BA   50   CR     2+1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   50   CR     2+1/4   TR  1   CH  1   NT  D'''        47/96   voff=99
BA   50   CR     2+1/4   TR  2   CH  2   NT  D'''        47/96   voff=99
BA   50   CR     2+1/4   TR 13   CH 10   NT  C--         23/96   von=97   voff=97
BA   50   CR     2+1/4   TR 15   CH 10   NT  D--         23/96   voff=95
BA   50   CR     2+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   50   CR     2+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   50   CR     2+1/2   TR  2   CH  2   NT  C'''        47/96   voff=99
BA   50   CR     2+1/2   TR  3   CH  3   NT  F'          47/96   voff=99
BA   50   CR     2+1/2   TR  3   CH  3   NT  F           47/96   voff=99
BA   50   CR     2+1/2   TR  4   CH  4   NT  F-          47/96   voff=99
BA   50   CR     2+1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   50   CR     2+1/2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   50   CR     2+1/2   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   50   CR     2+3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   50   CR     2+3/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   50   CR     2+3/4   TR  2   CH  2   NT  Bb''        47/96   voff=99
BA   50   CR     2+3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   50   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA   50   CR         3   TR  1   CH  1   NT  A''         47/96   voff=99
BA   50   CR         3   TR  2   CH  2   NT  A''         47/96   voff=99
BA   50   CR         3   TR  3   CH  3   NT  G           47/96   voff=99
BA   50   CR         3   TR  3   CH  3   NT  G'          47/96   voff=99
BA   50   CR         3   TR  4   CH  4   NT  G-          47/96   voff=99
BA   50   CR         3   TR  9   CH 11   NT  F-          47/96   voff=99
BA   50   CR         3   TR 10   CH 12   NT  F-          47/96   voff=99
BA   50   CR         3   TR 15   CH 10   NT  D--         23/96   voff=95
BA   50   CR         3   TR 16   CH 10   NT  G#--        23/96   voff=95
BA   50   CR     3+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   50   CR     3+1/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   50   CR     3+1/4   TR  2   CH  2   NT  Bb''        47/96   voff=99
BA   50   CR     3+1/4   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   50   CR     3+1/4   TR 17   CH 10   NT  Eb          23/96   voff=95
BA   50   CR     3+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   50   CR     3+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   50   CR     3+1/2   TR  2   CH  2   NT  C'''        47/96   voff=99
BA   50   CR     3+1/2   TR  3   CH  3   NT  A'          47/96   voff=99
BA   50   CR     3+1/2   TR  3   CH  3   NT  A           47/96   voff=99
BA   50   CR     3+1/2   TR  4   CH  4   NT  A-          47/96   von=95   voff=95
BA   50   CR     3+1/2   TR  9   CH 11   NT  F-          47/96   voff=99
BA   50   CR     3+1/2   TR 10   CH 12   NT  F-          47/96   voff=99
BA   50   CR     3+1/2   TR 11   CH 13   NT  F--         47/96   voff=99
BA   50   CR     3+1/2   TR 11   CH 13   NT  F-          47/96   voff=99
BA   50   CR     3+1/2   TR 12   CH 14   NT  F--         47/96   voff=99
