format=1 tracks=13 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 156
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Steel Guitar"
BA  109   CR    1+7/24   TR  9   CH 11   Channel volume 102
BA  109   CR    1+7/24   TR 10   CH 12   Channel volume 48
BA  109   CR   1+29/96   TR  1   CH  1   Channel volume 84
BA  109   CR   1+29/96   TR  2   CH  2   Channel volume 24
BA  109   CR   1+29/96   TR  3   CH  3   Channel volume 114
BA  109   CR   1+29/96   TR  4   CH  4   Channel volume 114
BA  109   CR   1+29/96   TR  5   CH  5   Channel volume 93
BA  109   CR   1+29/96   TR  6   CH  6   Channel volume 114
BA  109   CR   1+29/96   TR  7   CH  7   Channel volume 97
BA  109   CR   1+29/96   TR  8   CH 10   Channel volume 97
BA  109   CR   1+29/96   TR  9   CH 11   Channel volume 102
BA  109   CR   1+29/96   TR 10   CH 12   Channel volume 48
BA  109   CR    1+5/16   TR  1   CH  1   Channel volume 84
BA  109   CR    1+5/16   TR  2   CH  2   Channel volume 24
BA  109   CR    1+5/16   TR  3   CH  3   Channel volume 114
BA  109   CR    1+5/16   TR  4   CH  4   Channel volume 114
BA  109   CR    1+5/16   TR  5   CH  5   Channel volume 92
BA  109   CR    1+5/16   TR  6   CH  6   Channel volume 114
BA  109   CR    1+5/16   TR  7   CH  7   Channel volume 97
BA  109   CR    1+5/16   TR  8   CH 10   Channel volume 97
BA  109   CR    1+5/16   TR  9   CH 11   Channel volume 102
BA  109   CR    1+5/16   TR 10   CH 12   Channel volume 48
BA  109   CR   1+31/96   TR  1   CH  1   Channel volume 84
BA  109   CR   1+31/96   TR  2   CH  2   Channel volume 24
BA  109   CR   1+31/96   TR  3   CH  3   Channel volume 114
BA  109   CR   1+31/96   TR  4   CH  4   Channel volume 114
BA  109   CR   1+31/96   TR  5   CH  5   Channel volume 92
BA  109   CR   1+31/96   TR  6   CH  6   Channel volume 114
BA  109   CR   1+31/96   TR  7   CH  7   Channel volume 96
BA  109   CR   1+31/96   TR  8   CH 10   Channel volume 96
BA  109   CR   1+31/96   TR  9   CH 11   Channel volume 102
BA  109   CR   1+31/96   TR 10   CH 12   Channel volume 48
BA  109   CR     1+1/3   TR  1   CH  1   Channel volume 84
BA  109   CR     1+1/3   TR  2   CH  2   Channel volume 24
BA  109   CR     1+1/3   TR  3   CH  3   Channel volume 113
BA  109   CR     1+1/3   TR  4   CH  4   Channel volume 113
BA  109   CR     1+1/3   TR  5   CH  5   Channel volume 92
BA  109   CR     1+1/3   TR  6   CH  6   Channel volume 113
BA  109   CR     1+1/3   TR  7   CH  7   Channel volume 96
BA  109   CR     1+1/3   TR  8   CH 10   Channel volume 96
BA  109   CR     1+1/3   TR  9   CH 11   Channel volume 102
BA  109   CR     1+1/3   TR 10   CH 12   Channel volume 48
BA  109   CR   1+11/32   TR  1   CH  1   Channel volume 84
BA  109   CR   1+11/32   TR  2   CH  2   Channel volume 24
BA  109   CR   1+11/32   TR  3   CH  3   Channel volume 113
BA  109   CR   1+11/32   TR  4   CH  4   Channel volume 113
BA  109   CR   1+11/32   TR  5   CH  5   Channel volume 92
BA  109   CR   1+11/32   TR  6   CH  6   Channel volume 113
BA  109   CR   1+11/32   TR  7   CH  7   Channel volume 96
BA  109   CR   1+11/32   TR  8   CH 10   Channel volume 96
BA  109   CR   1+11/32   TR  9   CH 11   Channel volume 102
BA  109   CR   1+11/32   TR 10   CH 12   Channel volume 48
BA  109   CR   1+17/48   TR  1   CH  1   Channel volume 84
BA  109   CR   1+17/48   TR  2   CH  2   Channel volume 24
BA  109   CR   1+17/48   TR  3   CH  3   Channel volume 113
BA  109   CR   1+17/48   TR  4   CH  4   Channel volume 113
BA  109   CR   1+17/48   TR  5   CH  5   Channel volume 92
BA  109   CR   1+17/48   TR  6   CH  6   Channel volume 113
BA  109   CR   1+17/48   TR  7   CH  7   Channel volume 96
BA  109   CR   1+17/48   TR  8   CH 10   Channel volume 96
BA  109   CR   1+17/48   TR  9   CH 11   Channel volume 102
BA  109   CR   1+17/48   TR 10   CH 12   Channel volume 48
BA  109   CR   1+35/96   TR  1   CH  1   Channel volume 84
BA  109   CR   1+35/96   TR  2   CH  2   Channel volume 24
BA  109   CR   1+35/96   TR  3   CH  3   Channel volume 113
BA  109   CR   1+35/96   TR  4   CH  4   Channel volume 113
BA  109   CR   1+35/96   TR  5   CH  5   Channel volume 92
BA  109   CR   1+35/96   TR  6   CH  6   Channel volume 113
BA  109   CR   1+35/96   TR  7   CH  7   Channel volume 96
BA  109   CR   1+35/96   TR  8   CH 10   Channel volume 96
BA  109   CR   1+35/96   TR  9   CH 11   Channel volume 102
BA  109   CR   1+35/96   TR 10   CH 12   Channel volume 48
BA  109   CR     1+3/8   TR  1   CH  1   Channel volume 84
BA  109   CR     1+3/8   TR  2   CH  2   Channel volume 24
BA  109   CR     1+3/8   TR  3   CH  3   Channel volume 113
BA  109   CR     1+3/8   TR  4   CH  4   Channel volume 113
BA  109   CR     1+3/8   TR  5   CH  5   Channel volume 92
BA  109   CR     1+3/8   TR  6   CH  6   Channel volume 113
BA  109   CR     1+3/8   TR  7   CH  7   Channel volume 96
BA  109   CR     1+3/8   TR  8   CH 10   Channel volume 96
BA  109   CR     1+3/8   TR  9   CH 11   Channel volume 102
BA  109   CR     1+3/8   TR 10   CH 12   Channel volume 48
BA  109   CR   1+37/96   TR  1   CH  1   Channel volume 84
BA  109   CR   1+37/96   TR  2   CH  2   Channel volume 24
BA  109   CR   1+37/96   TR  3   CH  3   Channel volume 113
BA  109   CR   1+37/96   TR  4   CH  4   Channel volume 113
BA  109   CR   1+37/96   TR  5   CH  5   Channel volume 92
BA  109   CR   1+37/96   TR  6   CH  6   Channel volume 113
BA  109   CR   1+37/96   TR  7   CH  7   Channel volume 96
BA  109   CR   1+37/96   TR  8   CH 10   Channel volume 96
BA  109   CR   1+37/96   TR  9   CH 11   Channel volume 101
BA  109   CR   1+37/96   TR 10   CH 12   Channel volume 48
BA  109   CR   1+19/48   TR  1   CH  1   Channel volume 84
BA  109   CR   1+19/48   TR  2   CH  2   Channel volume 24
BA  109   CR   1+19/48   TR  3   CH  3   Channel volume 113
BA  109   CR   1+19/48   TR  4   CH  4   Channel volume 113
BA  109   CR   1+19/48   TR  5   CH  5   Channel volume 92
BA  109   CR   1+19/48   TR  6   CH  6   Channel volume 113
BA  109   CR   1+19/48   TR  7   CH  7   Channel volume 96
BA  109   CR   1+19/48   TR  8   CH 10   Channel volume 96
BA  109   CR   1+19/48   TR  9   CH 11   Channel volume 101
BA  109   CR   1+19/48   TR 10   CH 12   Channel volume 48
BA  109   CR   1+13/32   TR  1   CH  1   Channel volume 84
BA  109   CR   1+13/32   TR  2   CH  2   Channel volume 24
BA  109   CR   1+13/32   TR  3   CH  3   Channel volume 113
BA  109   CR   1+13/32   TR  4   CH  4   Channel volume 113
BA  109   CR   1+13/32   TR  5   CH  5   Channel volume 92
BA  109   CR   1+13/32   TR  6   CH  6   Channel volume 113
BA  109   CR   1+13/32   TR  7   CH  7   Channel volume 96
BA  109   CR   1+13/32   TR  8   CH 10   Channel volume 96
BA  109   CR   1+13/32   TR  9   CH 11   Channel volume 101
BA  109   CR   1+13/32   TR 10   CH 12   Channel volume 48
BA  109   CR    1+5/12   TR  1   CH  1   Channel volume 84
BA  109   CR    1+5/12   TR  2   CH  2   Channel volume 24
BA  109   CR    1+5/12   TR  3   CH  3   Channel volume 113
BA  109   CR    1+5/12   TR  4   CH  4   Channel volume 113
BA  109   CR    1+5/12   TR  5   CH  5   Channel volume 92
BA  109   CR    1+5/12   TR  6   CH  6   Channel volume 113
BA  109   CR    1+5/12   TR  7   CH  7   Channel volume 96
BA  109   CR    1+5/12   TR  8   CH 10   Channel volume 96
BA  109   CR    1+5/12   TR  9   CH 11   Channel volume 101
BA  109   CR    1+5/12   TR 10   CH 12   Channel volume 48
BA  109   CR   1+41/96   TR  1   CH  1   Channel volume 84
BA  109   CR   1+41/96   TR  2   CH  2   Channel volume 24
BA  109   CR   1+41/96   TR  3   CH  3   Channel volume 113
BA  109   CR   1+41/96   TR  4   CH  4   Channel volume 113
BA  109   CR   1+41/96   TR  5   CH  5   Channel volume 92
BA  109   CR   1+41/96   TR  6   CH  6   Channel volume 113
BA  109   CR   1+41/96   TR  7   CH  7   Channel volume 96
BA  109   CR   1+41/96   TR  8   CH 10   Channel volume 96
BA  109   CR   1+41/96   TR  9   CH 11   Channel volume 101
BA  109   CR   1+41/96   TR 10   CH 12   Channel volume 48
BA  109   CR    1+7/16   TR  1   CH  1   Channel volume 84
BA  109   CR    1+7/16   TR  2   CH  2   Channel volume 24
BA  109   CR    1+7/16   TR  3   CH  3   Channel volume 113
BA  109   CR    1+7/16   TR  4   CH  4   Channel volume 113
BA  109   CR    1+7/16   TR  5   CH  5   Channel volume 92
BA  109   CR    1+7/16   TR  6   CH  6   Channel volume 113
BA  109   CR    1+7/16   TR  7   CH  7   Channel volume 96
BA  109   CR    1+7/16   TR  8   CH 10   Channel volume 96
BA  109   CR    1+7/16   TR  9   CH 11   Channel volume 101
BA  109   CR    1+7/16   TR 10   CH 12   Channel volume 48
BA  109   CR   1+43/96   TR  1   CH  1   Channel volume 84
BA  109   CR   1+43/96   TR  2   CH  2   Channel volume 24
BA  109   CR   1+43/96   TR  3   CH  3   Channel volume 113
BA  109   CR   1+43/96   TR  4   CH  4   Channel volume 113
BA  109   CR   1+43/96   TR  5   CH  5   Channel volume 92
BA  109   CR   1+43/96   TR  6   CH  6   Channel volume 113
BA  109   CR   1+43/96   TR  7   CH  7   Channel volume 96
BA  109   CR   1+43/96   TR  8   CH 10   Channel volume 96
BA  109   CR   1+43/96   TR  9   CH 11   Channel volume 101
BA  109   CR   1+43/96   TR 10   CH 12   Channel volume 48
BA  109   CR   1+11/24   TR  1   CH  1   Channel volume 84
BA  109   CR   1+11/24   TR  2   CH  2   Channel volume 24
BA  109   CR   1+11/24   TR  3   CH  3   Channel volume 113
BA  109   CR   1+11/24   TR  4   CH  4   Channel volume 113
BA  109   CR   1+11/24   TR  5   CH  5   Channel volume 92
BA  109   CR   1+11/24   TR  6   CH  6   Channel volume 113
BA  109   CR   1+11/24   TR  7   CH  7   Channel volume 96
BA  109   CR   1+11/24   TR  8   CH 10   Channel volume 96
BA  109   CR   1+11/24   TR  9   CH 11   Channel volume 101
BA  109   CR   1+11/24   TR 10   CH 12   Channel volume 48
BA  109   CR   1+15/32   TR  1   CH  1   Channel volume 84
BA  109   CR   1+15/32   TR  2   CH  2   Channel volume 24
BA  109   CR   1+15/32   TR  3   CH  3   Channel volume 113
BA  109   CR   1+15/32   TR  4   CH  4   Channel volume 113
BA  109   CR   1+15/32   TR  5   CH  5   Channel volume 92
BA  109   CR   1+15/32   TR  6   CH  6   Channel volume 113
BA  109   CR   1+15/32   TR  7   CH  7   Channel volume 96
BA  109   CR   1+15/32   TR  8   CH 10   Channel volume 96
BA  109   CR   1+15/32   TR  9   CH 11   Channel volume 101
BA  109   CR   1+15/32   TR 10   CH 12   Channel volume 48
BA  109   CR   1+23/48   TR  1   CH  1   Channel volume 84
BA  109   CR   1+23/48   TR  2   CH  2   Channel volume 24
BA  109   CR   1+23/48   TR  3   CH  3   Channel volume 113
BA  109   CR   1+23/48   TR  4   CH  4   Channel volume 113
BA  109   CR   1+23/48   TR  5   CH  5   Channel volume 92
BA  109   CR   1+23/48   TR  6   CH  6   Channel volume 113
BA  109   CR   1+23/48   TR  7   CH  7   Channel volume 96
BA  109   CR   1+23/48   TR  8   CH 10   Channel volume 96
BA  109   CR   1+23/48   TR  9   CH 11   Channel volume 101
BA  109   CR   1+23/48   TR 10   CH 12   Channel volume 48
BA  109   CR   1+47/96   TR  1   CH  1   Channel volume 83
BA  109   CR   1+47/96   TR  2   CH  2   Channel volume 24
BA  109   CR   1+47/96   TR  3   CH  3   Channel volume 112
BA  109   CR   1+47/96   TR  4   CH  4   Channel volume 112
BA  109   CR   1+47/96   TR  5   CH  5   Channel volume 92
BA  109   CR   1+47/96   TR  6   CH  6   Channel volume 112
BA  109   CR   1+47/96   TR  7   CH  7   Channel volume 96
BA  109   CR   1+47/96   TR  8   CH 10   Channel volume 96
BA  109   CR   1+47/96   TR  9   CH 11   Channel volume 101
BA  109   CR   1+47/96   TR 10   CH 12   Channel volume 48
BA  109   CR     1+1/2   TR  1   CH  1   Channel volume 83
BA  109   CR     1+1/2   TR  1   CH  1   NT  C         2+47/96
BA  109   CR     1+1/2   TR  2   CH  2   Channel volume 24
BA  109   CR     1+1/2   TR  2   CH  2   NT  B-          47/96
BA  109   CR     1+1/2   TR  3   CH  3   Channel volume 112
BA  109   CR     1+1/2   TR  3   CH  3   NT  A---        95/96
BA  109   CR     1+1/2   TR  4   CH  4   Channel volume 112
BA  109   CR     1+1/2   TR  4   CH  4   NT  B           95/96
BA  109   CR     1+1/2   TR  5   CH  5   Channel volume 92
BA  109   CR     1+1/2   TR  6   CH  6   Channel volume 112
BA  109   CR     1+1/2   TR  6   CH  6   NT  A---        95/96
BA  109   CR     1+1/2   TR  7   CH  7   Channel volume 96
BA  109   CR     1+1/2   TR  7   CH  7   NT  A---        95/96
BA  109   CR     1+1/2   TR  8   CH 10   Channel volume 96
BA  109   CR     1+1/2   TR  8   CH 10   NT  B---        47/96
BA  109   CR     1+1/2   TR  8   CH 10   NT  F#--        47/96
BA  109   CR     1+1/2   TR  8   CH 10   NT  C--         47/96
BA  109   CR     1+1/2   TR  9   CH 11   Channel volume 101
BA  109   CR     1+1/2   TR  9   CH 11   NT  B           95/96
BA  109   CR     1+1/2   TR 10   CH 12   Channel volume 48
BA  109   CR   1+49/96   TR  1   CH  1   Channel volume 83
BA  109   CR   1+49/96   TR  2   CH  2   Channel volume 24
BA  109   CR   1+49/96   TR  3   CH  3   Channel volume 112
BA  109   CR   1+49/96   TR  4   CH  4   Channel volume 112
BA  109   CR   1+49/96   TR  5   CH  5   Channel volume 91
BA  109   CR   1+49/96   TR  6   CH  6   Channel volume 112
BA  109   CR   1+49/96   TR  7   CH  7   Channel volume 95
BA  109   CR   1+49/96   TR  8   CH 10   Channel volume 95
BA  109   CR   1+49/96   TR  9   CH 11   Channel volume 101
BA  109   CR   1+49/96   TR 10   CH 12   Channel volume 48
BA  109   CR   1+25/48   TR  1   CH  1   Channel volume 83
BA  109   CR   1+25/48   TR  2   CH  2   Channel volume 24
BA  109   CR   1+25/48   TR  3   CH  3   Channel volume 112
BA  109   CR   1+25/48   TR  4   CH  4   Channel volume 112
BA  109   CR   1+25/48   TR  5   CH  5   Channel volume 91
BA  109   CR   1+25/48   TR  6   CH  6   Channel volume 112
BA  109   CR   1+25/48   TR  7   CH  7   Channel volume 95
BA  109   CR   1+25/48   TR  8   CH 10   Channel volume 95
BA  109   CR   1+25/48   TR  9   CH 11   Channel volume 101
BA  109   CR   1+25/48   TR 10   CH 12   Channel volume 48
BA  109   CR   1+17/32   TR  1   CH  1   Channel volume 83
BA  109   CR   1+17/32   TR  2   CH  2   Channel volume 24
BA  109   CR   1+17/32   TR  3   CH  3   Channel volume 112
BA  109   CR   1+17/32   TR  4   CH  4   Channel volume 112
BA  109   CR   1+17/32   TR  5   CH  5   Channel volume 91
BA  109   CR   1+17/32   TR  6   CH  6   Channel volume 112
BA  109   CR   1+17/32   TR  7   CH  7   Channel volume 95
BA  109   CR   1+17/32   TR  8   CH 10   Channel volume 95
BA  109   CR   1+17/32   TR  9   CH 11   Channel volume 101
BA  109   CR   1+17/32   TR 10   CH 12   Channel volume 48
BA  109   CR   1+13/24   TR  1   CH  1   Channel volume 83
BA  109   CR   1+13/24   TR  2   CH  2   Channel volume 24
BA  109   CR   1+13/24   TR  3   CH  3   Channel volume 112
BA  109   CR   1+13/24   TR  4   CH  4   Channel volume 112
BA  109   CR   1+13/24   TR  5   CH  5   Channel volume 91
BA  109   CR   1+13/24   TR  6   CH  6   Channel volume 112
BA  109   CR   1+13/24   TR  7   CH  7   Channel volume 95
BA  109   CR   1+13/24   TR  8   CH 10   Channel volume 95
BA  109   CR   1+13/24   TR  9   CH 11   Channel volume 101
BA  109   CR   1+13/24   TR 10   CH 12   Channel volume 48
BA  109   CR   1+53/96   TR  1   CH  1   Channel volume 83
BA  109   CR   1+53/96   TR  2   CH  2   Channel volume 24
BA  109   CR   1+53/96   TR  3   CH  3   Channel volume 112
BA  109   CR   1+53/96   TR  4   CH  4   Channel volume 112
BA  109   CR   1+53/96   TR  5   CH  5   Channel volume 91
BA  109   CR   1+53/96   TR  6   CH  6   Channel volume 112
BA  109   CR   1+53/96   TR  7   CH  7   Channel volume 95
BA  109   CR   1+53/96   TR  8   CH 10   Channel volume 95
BA  109   CR   1+53/96   TR  9   CH 11   Channel volume 101
BA  109   CR   1+53/96   TR 10   CH 12   Channel volume 48
BA  109   CR    1+9/16   TR  1   CH  1   Channel volume 83
BA  109   CR    1+9/16   TR  2   CH  2   Channel volume 24
BA  109   CR    1+9/16   TR  3   CH  3   Channel volume 112
BA  109   CR    1+9/16   TR  4   CH  4   Channel volume 112
BA  109   CR    1+9/16   TR  5   CH  5   Channel volume 91
BA  109   CR    1+9/16   TR  6   CH  6   Channel volume 112
BA  109   CR    1+9/16   TR  7   CH  7   Channel volume 95
BA  109   CR    1+9/16   TR  8   CH 10   Channel volume 95
BA  109   CR    1+9/16   TR  9   CH 11   Channel volume 101
BA  109   CR    1+9/16   TR 10   CH 12   Channel volume 48
BA  109   CR   1+55/96   TR  1   CH  1   Channel volume 83
BA  109   CR   1+55/96   TR  2   CH  2   Channel volume 24
BA  109   CR   1+55/96   TR  3   CH  3   Channel volume 112
BA  109   CR   1+55/96   TR  4   CH  4   Channel volume 112
BA  109   CR   1+55/96   TR  5   CH  5   Channel volume 91
BA  109   CR   1+55/96   TR  6   CH  6   Channel volume 112
BA  109   CR   1+55/96   TR  7   CH  7   Channel volume 95
BA  109   CR   1+55/96   TR  8   CH 10   Channel volume 95
BA  109   CR   1+55/96   TR  9   CH 11   Channel volume 100
BA  109   CR   1+55/96   TR 10   CH 12   Channel volume 48
BA  109   CR    1+7/12   TR  1   CH  1   Channel volume 83
BA  109   CR    1+7/12   TR  2   CH  2   Channel volume 24
BA  109   CR    1+7/12   TR  3   CH  3   Channel volume 112
BA  109   CR    1+7/12   TR  4   CH  4   Channel volume 112
BA  109   CR    1+7/12   TR  5   CH  5   Channel volume 91
BA  109   CR    1+7/12   TR  6   CH  6   Channel volume 112
BA  109   CR    1+7/12   TR  7   CH  7   Channel volume 95
BA  109   CR    1+7/12   TR  8   CH 10   Channel volume 95
BA  109   CR    1+7/12   TR  9   CH 11   Channel volume 100
BA  109   CR    1+7/12   TR 10   CH 12   Channel volume 48
BA  109   CR   1+19/32   TR  1   CH  1   Channel volume 83
BA  109   CR   1+19/32   TR  2   CH  2   Channel volume 24
BA  109   CR   1+19/32   TR  3   CH  3   Channel volume 112
BA  109   CR   1+19/32   TR  4   CH  4   Channel volume 112
BA  109   CR   1+19/32   TR  5   CH  5   Channel volume 91
BA  109   CR   1+19/32   TR  6   CH  6   Channel volume 112
BA  109   CR   1+19/32   TR  7   CH  7   Channel volume 95
BA  109   CR   1+19/32   TR  8   CH 10   Channel volume 95
BA  109   CR   1+19/32   TR  9   CH 11   Channel volume 100
BA  109   CR   1+19/32   TR 10   CH 12   Channel volume 48
BA  109   CR   1+29/48   TR  1   CH  1   Channel volume 83
BA  109   CR   1+29/48   TR  2   CH  2   Channel volume 24
BA  109   CR   1+29/48   TR  3   CH  3   Channel volume 112
BA  109   CR   1+29/48   TR  4   CH  4   Channel volume 112
BA  109   CR   1+29/48   TR  5   CH  5   Channel volume 91
BA  109   CR   1+29/48   TR  6   CH  6   Channel volume 112
BA  109   CR   1+29/48   TR  7   CH  7   Channel volume 95
BA  109   CR   1+29/48   TR  8   CH 10   Channel volume 95
BA  109   CR   1+29/48   TR  9   CH 11   Channel volume 100
BA  109   CR   1+29/48   TR 10   CH 12   Channel volume 47
BA  109   CR   1+59/96   TR  1   CH  1   Channel volume 83
BA  109   CR   1+59/96   TR  2   CH  2   Channel volume 24
BA  109   CR   1+59/96   TR  3   CH  3   Channel volume 112
BA  109   CR   1+59/96   TR  4   CH  4   Channel volume 112
BA  109   CR   1+59/96   TR  5   CH  5   Channel volume 91
BA  109   CR   1+59/96   TR  6   CH  6   Channel volume 112
BA  109   CR   1+59/96   TR  7   CH  7   Channel volume 95
BA  109   CR   1+59/96   TR  8   CH 10   Channel volume 95
BA  109   CR   1+59/96   TR  9   CH 11   Channel volume 100
BA  109   CR   1+59/96   TR 10   CH 12   Channel volume 47
BA  109   CR     1+5/8   TR  1   CH  1   Channel volume 83
BA  109   CR     1+5/8   TR  2   CH  2   Channel volume 24
BA  109   CR     1+5/8   TR  3   CH  3   Channel volume 112
BA  109   CR     1+5/8   TR  4   CH  4   Channel volume 112
BA  109   CR     1+5/8   TR  5   CH  5   Channel volume 91
BA  109   CR     1+5/8   TR  6   CH  6   Channel volume 112
BA  109   CR     1+5/8   TR  7   CH  7   Channel volume 95
BA  109   CR     1+5/8   TR  8   CH 10   Channel volume 95
BA  109   CR     1+5/8   TR  9   CH 11   Channel volume 100
BA  109   CR     1+5/8   TR 10   CH 12   Channel volume 47
BA  109   CR   1+61/96   TR  1   CH  1   Channel volume 83
BA  109   CR   1+61/96   TR  2   CH  2   Channel volume 24
BA  109   CR   1+61/96   TR  3   CH  3   Channel volume 112
BA  109   CR   1+61/96   TR  4   CH  4   Channel volume 112
BA  109   CR   1+61/96   TR  5   CH  5   Channel volume 91
BA  109   CR   1+61/96   TR  6   CH  6   Channel volume 112
BA  109   CR   1+61/96   TR  7   CH  7   Channel volume 95
BA  109   CR   1+61/96   TR  8   CH 10   Channel volume 95
BA  109   CR   1+61/96   TR  9   CH 11   Channel volume 100
BA  109   CR   1+61/96   TR 10   CH 12   Channel volume 47
BA  109   CR   1+31/48   TR  1   CH  1   Channel volume 83
BA  109   CR   1+31/48   TR  2   CH  2   Channel volume 24
BA  109   CR   1+31/48   TR  3   CH  3   Channel volume 112
BA  109   CR   1+31/48   TR  4   CH  4   Channel volume 112
BA  109   CR   1+31/48   TR  5   CH  5   Channel volume 91
BA  109   CR   1+31/48   TR  6   CH  6   Channel volume 112
BA  109   CR   1+31/48   TR  7   CH  7   Channel volume 95
BA  109   CR   1+31/48   TR  8   CH 10   Channel volume 95
BA  109   CR   1+31/48   TR  9   CH 11   Channel volume 100
BA  109   CR   1+31/48   TR 10   CH 12   Channel volume 47
BA  109   CR   1+21/32   TR  1   CH  1   Channel volume 83
BA  109   CR   1+21/32   TR  2   CH  2   Channel volume 24
BA  109   CR   1+21/32   TR  3   CH  3   Channel volume 111
BA  109   CR   1+21/32   TR  4   CH  4   Channel volume 111
BA  109   CR   1+21/32   TR  5   CH  5   Channel volume 91
BA  109   CR   1+21/32   TR  6   CH  6   Channel volume 111
BA  109   CR   1+21/32   TR  7   CH  7   Channel volume 95
BA  109   CR   1+21/32   TR  8   CH 10   Channel volume 95
BA  109   CR   1+21/32   TR  9   CH 11   Channel volume 100
BA  109   CR   1+21/32   TR 10   CH 12   Channel volume 47
BA  109   CR     1+2/3   TR  1   CH  1   Channel volume 83
BA  109   CR     1+2/3   TR  2   CH  2   Channel volume 24
BA  109   CR     1+2/3   TR  3   CH  3   Channel volume 111
BA  109   CR     1+2/3   TR  4   CH  4   Channel volume 111
BA  109   CR     1+2/3   TR  5   CH  5   Channel volume 91
BA  109   CR     1+2/3   TR  6   CH  6   Channel volume 111
BA  109   CR     1+2/3   TR  7   CH  7   Channel volume 95
BA  109   CR     1+2/3   TR  8   CH 10   Channel volume 95
BA  109   CR     1+2/3   TR  9   CH 11   Channel volume 100
BA  109   CR     1+2/3   TR 10   CH 12   Channel volume 47
BA  109   CR   1+65/96   TR  1   CH  1   Channel volume 83
BA  109   CR   1+65/96   TR  2   CH  2   Channel volume 24
BA  109   CR   1+65/96   TR  3   CH  3   Channel volume 111
BA  109   CR   1+65/96   TR  4   CH  4   Channel volume 111
BA  109   CR   1+65/96   TR  5   CH  5   Channel volume 91
BA  109   CR   1+65/96   TR  6   CH  6   Channel volume 111
BA  109   CR   1+65/96   TR  7   CH  7   Channel volume 95
BA  109   CR   1+65/96   TR  8   CH 10   Channel volume 95
BA  109   CR   1+65/96   TR  9   CH 11   Channel volume 100
BA  109   CR   1+65/96   TR 10   CH 12   Channel volume 47
BA  109   CR   1+11/16   TR  1   CH  1   Channel volume 83
BA  109   CR   1+11/16   TR  2   CH  2   Channel volume 24
BA  109   CR   1+11/16   TR  3   CH  3   Channel volume 111
BA  109   CR   1+11/16   TR  4   CH  4   Channel volume 111
BA  109   CR   1+11/16   TR  5   CH  5   Channel volume 91
BA  109   CR   1+11/16   TR  6   CH  6   Channel volume 111
BA  109   CR   1+11/16   TR  7   CH  7   Channel volume 95
BA  109   CR   1+11/16   TR  8   CH 10   Channel volume 95
BA  109   CR   1+11/16   TR  9   CH 11   Channel volume 100
BA  109   CR   1+11/16   TR 10   CH 12   Channel volume 47
BA  109   CR   1+67/96   TR  1   CH  1   Channel volume 83
BA  109   CR   1+67/96   TR  2   CH  2   Channel volume 24
BA  109   CR   1+67/96   TR  3   CH  3   Channel volume 111
BA  109   CR   1+67/96   TR  4   CH  4   Channel volume 111
BA  109   CR   1+67/96   TR  5   CH  5   Channel volume 91
BA  109   CR   1+67/96   TR  6   CH  6   Channel volume 111
BA  109   CR   1+67/96   TR  7   CH  7   Channel volume 95
BA  109   CR   1+67/96   TR  8   CH 10   Channel volume 95
BA  109   CR   1+67/96   TR  9   CH 11   Channel volume 100
BA  109   CR   1+67/96   TR 10   CH 12   Channel volume 47
BA  109   CR   1+17/24   TR  1   CH  1   Channel volume 82
BA  109   CR   1+17/24   TR  2   CH  2   Channel volume 24
BA  109   CR   1+17/24   TR  3   CH  3   Channel volume 111
BA  109   CR   1+17/24   TR  4   CH  4   Channel volume 111
BA  109   CR   1+17/24   TR  5   CH  5   Channel volume 91
BA  109   CR   1+17/24   TR  6   CH  6   Channel volume 111
BA  109   CR   1+17/24   TR  7   CH  7   Channel volume 94
BA  109   CR   1+17/24   TR  8   CH 10   Channel volume 94
BA  109   CR   1+17/24   TR  9   CH 11   Channel volume 100
BA  109   CR   1+17/24   TR 10   CH 12   Channel volume 47
BA  109   CR   1+23/32   TR  1   CH  1   Channel volume 82
BA  109   CR   1+23/32   TR  2   CH  2   Channel volume 24
BA  109   CR   1+23/32   TR  3   CH  3   Channel volume 111
BA  109   CR   1+23/32   TR  4   CH  4   Channel volume 111
BA  109   CR   1+23/32   TR  5   CH  5   Channel volume 90
BA  109   CR   1+23/32   TR  6   CH  6   Channel volume 111
BA  109   CR   1+23/32   TR  7   CH  7   Channel volume 94
BA  109   CR   1+23/32   TR  8   CH 10   Channel volume 94
BA  109   CR   1+23/32   TR  9   CH 11   Channel volume 100
BA  109   CR   1+23/32   TR 10   CH 12   Channel volume 47
BA  109   CR   1+35/48   TR  1   CH  1   Channel volume 82
BA  109   CR   1+35/48   TR  2   CH  2   Channel volume 24
BA  109   CR   1+35/48   TR  3   CH  3   Channel volume 111
BA  109   CR   1+35/48   TR  4   CH  4   Channel volume 111
BA  109   CR   1+35/48   TR  5   CH  5   Channel volume 90
BA  109   CR   1+35/48   TR  6   CH  6   Channel volume 111
BA  109   CR   1+35/48   TR  7   CH  7   Channel volume 94
BA  109   CR   1+35/48   TR  8   CH 10   Channel volume 94
BA  109   CR   1+35/48   TR  9   CH 11   Channel volume 100
BA  109   CR   1+35/48   TR 10   CH 12   Channel volume 47
BA  109   CR   1+71/96   TR  1   CH  1   Channel volume 82
