format=1 tracks=15 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 108
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Rockman 10 - "Under Normal Circumstance" v1.3"
BA   10   CR         3   TR 10   CH 10   NT  Eb--        23/96
BA   10   CR         3   TR 12   CH 12   NT  A---        95/96
BA   10   CR     3+1/4   TR  6   CH  6   NT  B'          23/96
BA   10   CR     3+1/4   TR  9   CH  9   NT  D           11/96
BA   10   CR     3+1/4   TR 10   CH 10   NT  E--         23/96
BA   10   CR     3+1/4   TR 10   CH 10   NT  G#--        23/96
BA   10   CR     3+1/2   TR  1   CH  1   NT  D           47/96
BA   10   CR     3+1/2   TR  2   CH  2   NT  B-          47/96
BA   10   CR     3+1/2   TR  7   CH  7   NT  A-          23/96
BA   10   CR     3+1/2   TR  9   CH  9   NT  A-          11/96
BA   10   CR     3+1/2   TR 10   CH 10   NT  B---        23/96
BA   10   CR     3+3/4   TR  8   CH  8   NT  D           23/96
BA   10   CR     3+3/4   TR  9   CH  9   NT  A-          11/96
BA   10   CR     3+3/4   TR 10   CH 10   NT  Bb--        23/96

BA   11   CR         0   TR  1   CH  1   NT  A-          71/96
BA   11   CR         0   TR  2   CH  2   NT  C#          95/96
BA   11   CR         0   TR  5   CH  5   NT  B           23/96
BA   11   CR         0   TR  7   CH  7   NT  B-          47/96
BA   11   CR         0   TR  9   CH  9   NT  B-          11/96
BA   11   CR         0   TR 10   CH 10   NT  B---        23/96
BA   11   CR         0   TR 11   CH 11   NT  G---        23/96
BA   11   CR         0   TR 11   CH 11   NT  G--         23/96
BA   11   CR       1/4   TR  5   CH  5   NT  B'          23/96
BA   11   CR       1/4   TR  8   CH  8   NT  A-          23/96
BA   11   CR       1/4   TR  9   CH  9   NT  B-          11/96
BA   11   CR       1/4   TR 10   CH 10   NT  F#--        23/96
BA   11   CR       1/2   TR  5   CH  5   NT  B           23/96
BA   11   CR       1/2   TR  6   CH  6   NT  B           23/96
BA   11   CR       1/2   TR 10   CH 10   NT  Bb--        23/96
BA   11   CR       1/2   TR 11   CH 11   NT  G---        23/96
BA   11   CR       1/2   TR 11   CH 11   NT  G--         23/96
BA   11   CR       3/4   TR  1   CH  1   NT  A-          71/96   von=107
BA   11   CR       3/4   TR  5   CH  5   NT  B'          23/96
BA   11   CR       3/4   TR  6   CH  6   NT  B'          23/96
BA   11   CR       3/4   TR  7   CH  7   NT  E           47/96
BA   11   CR       3/4   TR  8   CH  8   NT  B-          47/96
BA   11   CR       3/4   TR  9   CH  9   NT  E           11/96
BA   11   CR       3/4   TR 10   CH 10   NT  F#--        23/96
BA   11   CR         1   TR  2   CH  2   NT  C#          95/96   von=104
BA   11   CR         1   TR  6   CH  6   NT  B           23/96
BA   11   CR         1   TR  9   CH  9   NT  E           11/96
BA   11   CR         1   TR 10   CH 10   NT  E--         23/96
BA   11   CR         1   TR 10   CH 10   NT  Eb--        23/96
BA   11   CR         1   TR 10   CH 10   NT  D-          23/96   von=100
BA   11   CR     1+1/4   TR  6   CH  6   NT  B'          23/96
BA   11   CR     1+1/4   TR 10   CH 10   NT  C-          23/96
BA   11   CR     1+1/2   TR  1   CH  1   NT  A-          71/96   von=86
BA   11   CR     1+1/2   TR  7   CH  7   NT  A           47/96
BA   11   CR     1+1/2   TR  8   CH  8   NT  E           47/96
BA   11   CR     1+1/2   TR  9   CH  9   NT  A           11/96
BA   11   CR     1+1/2   TR 10   CH 10   NT  G#--        23/96   von=101
BA   11   CR     1+1/2   TR 10   CH 10   NT  B--         23/96   von=100
BA   11   CR     1+3/4   TR  9   CH  9   NT  A           11/96
BA   11   CR     1+3/4   TR 10   CH 10   NT  A--         23/96
BA   11   CR     1+3/4   TR 10   CH 10   NT  F#--        23/96   von=101
BA   11   CR         2   TR  2   CH  2   NT  C#          95/96   von=80
BA   11   CR         2   TR  5   CH  5   NT  B           23/96
BA   11   CR         2   TR 10   CH 10   NT  F#--        23/96
BA   11   CR         2   TR 11   CH 11   NT  G---        23/96
BA   11   CR         2   TR 11   CH 11   NT  G--         23/96
BA   11   CR     2+1/4   TR  1   CH  1   NT  A-          71/96   von=64
BA   11   CR     2+1/4   TR  5   CH  5   NT  B'          23/96
BA   11   CR     2+1/4   TR  7   CH  7   NT  A-          47/96
BA   11   CR     2+1/4   TR  8   CH  8   NT  A           47/96
BA   11   CR     2+1/4   TR  9   CH  9   NT  A-          11/96
BA   11   CR     2+1/4   TR 10   CH 10   NT  F#--        23/96
BA   11   CR     2+1/2   TR  5   CH  5   NT  B           23/96
BA   11   CR     2+1/2   TR  6   CH  6   NT  B           23/96
BA   11   CR     2+1/2   TR  9   CH  9   NT  A-          11/96
BA   11   CR     2+1/2   TR 11   CH 11   NT  G---        23/96
BA   11   CR     2+1/2   TR 11   CH 11   NT  G--         23/96
BA   11   CR     2+3/4   TR  5   CH  5   NT  B'          23/96
BA   11   CR     2+3/4   TR  6   CH  6   NT  B'          23/96
BA   11   CR     2+3/4   TR 10   CH 10   NT  F#--        23/96
BA   11   CR         3   TR  1   CH  1   NT  B-          23/96   von=127
BA   11   CR         3   TR  2   CH  2   NT  A-          23/96   von=127
BA   11   CR         3   TR  6   CH  6   NT  B           23/96
BA   11   CR         3   TR  7   CH  7   NT  D           23/96
BA   11   CR         3   TR  8   CH  8   NT  A-          47/96
BA   11   CR         3   TR  9   CH  9   NT  D           11/96
BA   11   CR         3   TR 10   CH 10   NT  Eb--        23/96
BA   11   CR         3   TR 10   CH 10   NT  E--         23/96
BA   11   CR         3   TR 12   CH 12   NT  G---        95/96
BA   11   CR     3+1/4   TR  1   CH  1   NT  C#          23/96
BA   11   CR     3+1/4   TR  2   CH  2   NT  G#-         23/96
BA   11   CR     3+1/4   TR  6   CH  6   NT  B'          23/96
BA   11   CR     3+1/4   TR  9   CH  9   NT  D           11/96
BA   11   CR     3+1/2   TR  1   CH  1   NT  D           23/96
BA   11   CR     3+1/2   TR  2   CH  2   NT  A-          23/96
BA   11   CR     3+1/2   TR  7   CH  7   NT  A-          23/96
BA   11   CR     3+1/2   TR  9   CH  9   NT  A-          11/96
BA   11   CR     3+3/4   TR  1   CH  1   NT  E           23/96
BA   11   CR     3+3/4   TR  2   CH  2   NT  B-          23/96
BA   11   CR     3+3/4   TR  8   CH  8   NT  D           23/96
BA   11   CR     3+3/4   TR  9   CH  9   NT  A-          11/96
BA   11   CR     3+3/4   TR 10   CH 10   NT  B---        23/96

BA   12   CR         0   TR  1   CH  1   NT  F#          71/96
BA   12   CR         0   TR  2   CH  2   NT  C#          71/96
BA   12   CR         0   TR  5   CH  5   NT  B           23/96
BA   12   CR         0   TR  7   CH  7   NT  B-          47/96
BA   12   CR         0   TR  9   CH  9   NT  B-          11/96
BA   12   CR         0   TR 10   CH 10   NT  B---        23/96
BA   12   CR         0   TR 11   CH 11   NT  G---        23/96
BA   12   CR         0   TR 11   CH 11   NT  G--         23/96
BA   12   CR       1/4   TR  5   CH  5   NT  B'          23/96
BA   12   CR       1/4   TR  8   CH  8   NT  A-          23/96
BA   12   CR       1/4   TR  9   CH  9   NT  B-          11/96
BA   12   CR       1/4   TR 10   CH 10   NT  F#--        23/96
BA   12   CR       1/2   TR  5   CH  5   NT  B           23/96
BA   12   CR       1/2   TR  6   CH  6   NT  B           23/96
BA   12   CR       1/2   TR 10   CH 10   NT  Bb--        23/96
BA   12   CR       1/2   TR 10   CH 10   NT  E--         23/96
BA   12   CR       1/2   TR 11   CH 11   NT  G---        23/96
BA   12   CR       1/2   TR 11   CH 11   NT  G--         23/96
BA   12   CR       3/4   TR  1   CH  1   NT  E           71/96
BA   12   CR       3/4   TR  2   CH  2   NT  B-          71/96
BA   12   CR       3/4   TR  5   CH  5   NT  B'          23/96
BA   12   CR       3/4   TR  6   CH  6   NT  B'          23/96
BA   12   CR       3/4   TR  7   CH  7   NT  E           47/96
BA   12   CR       3/4   TR  8   CH  8   NT  B-          47/96
BA   12   CR       3/4   TR  9   CH  9   NT  E           11/96
BA   12   CR       3/4   TR 10   CH 10   NT  F#--        23/96
BA   12   CR         1   TR  6   CH  6   NT  B           23/96
BA   12   CR         1   TR  9   CH  9   NT  E           11/96
BA   12   CR         1   TR 10   CH 10   NT  Eb--        23/96
BA   12   CR         1   TR 10   CH 10   NT  D-          23/96   von=100
BA   12   CR     1+1/4   TR  6   CH  6   NT  B'          23/96
BA   12   CR     1+1/4   TR 10   CH 10   NT  E--         23/96   von=101
BA   12   CR     1+1/4   TR 10   CH 10   NT  C-          23/96   von=100
BA   12   CR     1+1/2   TR  1   CH  1   NT  D           47/96
BA   12   CR     1+1/2   TR  2   CH  2   NT  A-          47/96
BA   12   CR     1+1/2   TR  7   CH  7   NT  A           47/96
BA   12   CR     1+1/2   TR  8   CH  8   NT  E           47/96
BA   12   CR     1+1/2   TR  9   CH  9   NT  A           11/96
BA   12   CR     1+1/2   TR 10   CH 10   NT  B--         23/96
BA   12   CR     1+3/4   TR  9   CH  9   NT  A           11/96
BA   12   CR     1+3/4   TR 10   CH 10   NT  A--         23/96
BA   12   CR     1+3/4   TR 10   CH 10   NT  B---        23/96   von=101
BA   12   CR         2   TR  1   CH  1   NT  C#          71/96
BA   12   CR         2   TR  2   CH  2   NT  G#-         95/96
BA   12   CR         2   TR  5   CH  5   NT  B           23/96
BA   12   CR         2   TR 10   CH 10   NT  D--         23/96
BA   12   CR         2   TR 10   CH 10   NT  B---        23/96
BA   12   CR         2   TR 11   CH 11   NT  G---        23/96
BA   12   CR         2   TR 11   CH 11   NT  G--         23/96
BA   12   CR     2+1/4   TR  5   CH  5   NT  B'          23/96
BA   12   CR     2+1/4   TR  7   CH  7   NT  A-          47/96
BA   12   CR     2+1/4   TR  8   CH  8   NT  A           47/96
BA   12   CR     2+1/4   TR  9   CH  9   NT  A-          11/96
BA   12   CR     2+1/2   TR  5   CH  5   NT  B           23/96
BA   12   CR     2+1/2   TR  6   CH  6   NT  B           23/96
BA   12   CR     2+1/2   TR  9   CH  9   NT  A-          11/96
BA   12   CR     2+1/2   TR 10   CH 10   NT  D--         23/96
BA   12   CR     2+1/2   TR 10   CH 10   NT  E--         23/96
BA   12   CR     2+1/2   TR 11   CH 11   NT  G---        23/96
BA   12   CR     2+1/2   TR 11   CH 11   NT  G--         23/96
BA   12   CR     2+3/4   TR  1   CH  1   NT  C#          71/96   von=112
BA   12   CR     2+3/4   TR  5   CH  5   NT  B'          23/96
BA   12   CR     2+3/4   TR  6   CH  6   NT  B'          23/96
BA   12   CR     2+3/4   TR 10   CH 10   NT  B---        23/96
BA   12   CR         3   TR  2   CH  2   NT  G#-         95/96   von=96
BA   12   CR         3   TR  6   CH  6   NT  B           23/96
BA   12   CR         3   TR  7   CH  7   NT  D           23/96
BA   12   CR         3   TR  8   CH  8   NT  A-          47/96
BA   12   CR         3   TR  9   CH  9   NT  D           11/96
BA   12   CR         3   TR 10   CH 10   NT  C--         23/96
BA   12   CR         3   TR 10   CH 10   NT  D--         23/96
BA   12   CR         3   TR 12   CH 12   NT  G---        95/96
BA   12   CR     3+1/4   TR  6   CH  6   NT  B'          23/96
BA   12   CR     3+1/4   TR  9   CH  9   NT  D           11/96
BA   12   CR     3+1/4   TR 10   CH 10   NT  C--         23/96
BA   12   CR     3+1/4   TR 10   CH 10   NT  D--         23/96
BA   12   CR     3+1/2   TR  1   CH  1   NT  C#          47/96   von=96
BA   12   CR     3+1/2   TR  7   CH  7   NT  A-          23/96
BA   12   CR     3+1/2   TR  9   CH  9   NT  A-          11/96
BA   12   CR     3+1/2   TR 10   CH 10   NT  C--         23/96
BA   12   CR     3+1/2   TR 10   CH 10   NT  D--         23/96
BA   12   CR     3+3/4   TR  8   CH  8   NT  D           23/96
BA   12   CR     3+3/4   TR  9   CH  9   NT  A-          11/96
BA   12   CR     3+3/4   TR 10   CH 10   NT  C--         23/96
BA   12   CR     3+3/4   TR 10   CH 10   NT  D--         23/96

BA   13   CR         0   TR  1   CH  1   Channel volume 104
BA   13   CR         0   TR  3   CH  3   NT  B           23/96   von=100
BA   13   CR         0   TR  3   CH  3   NT  B-          23/96
BA   13   CR         0   TR  5   CH  5   NT  B           23/96
BA   13   CR         0   TR  7   CH  7   NT  B-          47/96
BA   13   CR         0   TR  9   CH  9   NT  B-          11/96
BA   13   CR         0   TR 10   CH 10   NT  G-          23/96   von=102
BA   13   CR         0   TR 10   CH 10   NT  E-          23/96   von=101
BA   13   CR         0   TR 10   CH 10   NT  F#--        23/96
BA   13   CR         0   TR 10   CH 10   NT  A--         23/96   von=100
BA   13   CR         0   TR 10   CH 10   NT  B---        23/96
BA   13   CR         0   TR 11   CH 11   NT  F#---       23/96   von=100
BA   13   CR         0   TR 12   CH 12   NT  C#--        23/96   von=100
BA   13   CR       1/4   TR  3   CH  3   NT  C#'         47/96
BA   13   CR       1/4   TR  3   CH  3   NT  C#          47/96
BA   13   CR       1/4   TR  5   CH  5   NT  B'          23/96
BA   13   CR       1/4   TR  9   CH  9   NT  B-          11/96
BA   13   CR       1/4   TR 10   CH 10   NT  F#--        23/96   von=101
BA   13   CR       1/4   TR 11   CH 11   NT  A---        23/96
BA   13   CR       1/4   TR 12   CH 12   NT  E--         23/96
BA   13   CR       1/2   TR  5   CH  5   NT  B           23/96
BA   13   CR       1/2   TR  6   CH  6   NT  B           23/96
BA   13   CR       1/2   TR 10   CH 10   NT  Bb--        23/96
BA   13   CR       1/2   TR 10   CH 10   NT  D--         23/96   von=100
BA   13   CR       1/2   TR 11   CH 11   NT  B---        23/96
BA   13   CR       1/2   TR 12   CH 12   NT  F#--        23/96
BA   13   CR       3/4   TR  3   CH  3   NT  D'          47/96
BA   13   CR       3/4   TR  3   CH  3   NT  D           47/96
BA   13   CR       3/4   TR  5   CH  5   NT  B'          23/96
BA   13   CR       3/4   TR  6   CH  6   NT  B'          23/96
BA   13   CR       3/4   TR  7   CH  7   NT  E           47/96
BA   13   CR       3/4   TR  8   CH  8   NT  B-          47/96
BA   13   CR       3/4   TR  9   CH  9   NT  E           11/96
BA   13   CR       3/4   TR 10   CH 10   NT  F#--        23/96   von=101
BA   13   CR       3/4   TR 10   CH 10   NT  A--         23/96   von=100
BA   13   CR       3/4   TR 10   CH 10   NT  B---        23/96
BA   13   CR       3/4   TR 11   CH 11   NT  D--         23/96
BA   13   CR       3/4   TR 12   CH 12   NT  A--         23/96
BA   13   CR         1   TR  6   CH  6   NT  B           23/96
BA   13   CR         1   TR  9   CH  9   NT  E           11/96
BA   13   CR         1   TR 10   CH 10   NT  F#--        23/96   von=101
BA   13   CR         1   TR 10   CH 10   NT  D-          23/96   von=100
BA   13   CR         1   TR 11   CH 11   NT  G--         23/96
BA   13   CR         1   TR 12   CH 12   NT  D-          23/96
BA   13   CR     1+1/4   TR  6   CH  6   NT  B'          23/96
BA   13   CR     1+1/4   TR 10   CH 10   NT  F#--        23/96   von=101
BA   13   CR     1+1/4   TR 10   CH 10   NT  B---        23/96   von=100
BA   13   CR     1+1/4   TR 10   CH 10   NT  C-          23/96
BA   13   CR     1+1/4   TR 11   CH 11   NT  D--         23/96
BA   13   CR     1+1/4   TR 12   CH 12   NT  A--         23/96
BA   13   CR     1+1/2   TR  3   CH  3   NT  B           47/96
BA   13   CR     1+1/2   TR  3   CH  3   NT  B-          47/96
BA   13   CR     1+1/2   TR  7   CH  7   NT  A           47/96
BA   13   CR     1+1/2   TR  8   CH  8   NT  E           47/96
BA   13   CR     1+1/2   TR  9   CH  9   NT  A           11/96
BA   13   CR     1+1/2   TR 10   CH 10   NT  Bb--        23/96   von=101
BA   13   CR     1+1/2   TR 10   CH 10   NT  D--         23/96   von=100
BA   13   CR     1+1/2   TR 10   CH 10   NT  B--         23/96
BA   13   CR     1+1/2   TR 11   CH 11   NT  B---        23/96
BA   13   CR     1+1/2   TR 12   CH 12   NT  F#--        23/96
BA   13   CR     1+3/4   TR  9   CH  9   NT  A           11/96
BA   13   CR     1+3/4   TR 10   CH 10   NT  F#--        23/96   von=101
BA   13   CR     1+3/4   TR 10   CH 10   NT  B---        23/96   von=100
BA   13   CR     1+3/4   TR 10   CH 10   NT  A--         23/96
BA   13   CR     1+3/4   TR 11   CH 11   NT  A---        23/96
BA   13   CR     1+3/4   TR 12   CH 12   NT  E--         23/96
BA   13   CR         2   TR  3   CH  3   NT  C#'         23/96
BA   13   CR         2   TR  3   CH  3   NT  C#          23/96
BA   13   CR         2   TR  5   CH  5   NT  B           23/96
BA   13   CR         2   TR 10   CH 10   NT  F#--        23/96   von=101
BA   13   CR         2   TR 10   CH 10   NT  A--         23/96   von=100
BA   13   CR         2   TR 10   CH 10   NT  B---        23/96
BA   13   CR         2   TR 11   CH 11   NT  F#---       23/96
BA   13   CR         2   TR 12   CH 12   NT  C#--        23/96
BA   13   CR     2+1/4   TR  3   CH  3   NT  D'          47/96
BA   13   CR     2+1/4   TR  3   CH  3   NT  D           47/96
BA   13   CR     2+1/4   TR  5   CH  5   NT  B'          23/96
BA   13   CR     2+1/4   TR  7   CH  7   NT  A-          47/96
BA   13   CR     2+1/4   TR  8   CH  8   NT  A           47/96
BA   13   CR     2+1/4   TR  9   CH  9   NT  A-          11/96
BA   13   CR     2+1/4   TR 10   CH 10   NT  F#--        23/96   von=101
BA   13   CR     2+1/4   TR 11   CH 11   NT  B---        23/96
BA   13   CR     2+1/4   TR 12   CH 12   NT  F#--        23/96
BA   13   CR     2+1/2   TR  5   CH  5   NT  B           23/96
BA   13   CR     2+1/2   TR  6   CH  6   NT  B           23/96
BA   13   CR     2+1/2   TR  9   CH  9   NT  A-          11/96
BA   13   CR     2+1/2   TR 10   CH 10   NT  Bb--        23/96
BA   13   CR     2+1/2   TR 10   CH 10   NT  D--         23/96   von=100
BA   13   CR     2+1/2   TR 11   CH 11   NT  D--         23/96
BA   13   CR     2+1/2   TR 12   CH 12   NT  A--         23/96
BA   13   CR     2+3/4   TR  3   CH  3   NT  E'          47/96
BA   13   CR     2+3/4   TR  3   CH  3   NT  E           47/96
BA   13   CR     2+3/4   TR  5   CH  5   NT  B'          23/96
BA   13   CR     2+3/4   TR  6   CH  6   NT  B'          23/96
BA   13   CR     2+3/4   TR 10   CH 10   NT  A--         23/96
BA   13   CR     2+3/4   TR 11   CH 11   NT  G--         23/96
BA   13   CR     2+3/4   TR 12   CH 12   NT  D-          23/96
BA   13   CR         3   TR  6   CH  6   NT  B           23/96
BA   13   CR         3   TR  7   CH  7   NT  D           23/96
BA   13   CR         3   TR  8   CH  8   NT  A-          47/96
BA   13   CR         3   TR  9   CH  9   NT  D           11/96
BA   13   CR         3   TR 10   CH 10   NT  F#--        23/96   von=101
BA   13   CR         3   TR 10   CH 10   NT  B---        23/96   von=100
BA   13   CR         3   TR 11   CH 11   NT  A--         23/96
BA   13   CR         3   TR 12   CH 12   NT  E-          23/96
BA   13   CR     3+1/4   TR  6   CH  6   NT  B'          23/96
BA   13   CR     3+1/4   TR  9   CH  9   NT  D           11/96
BA   13   CR     3+1/4   TR 10   CH 10   NT  F#--        23/96   von=101
BA   13   CR     3+1/4   TR 10   CH 10   NT  B---        23/96   von=100
BA   13   CR     3+1/4   TR 11   CH 11   NT  G--         23/96
BA   13   CR     3+1/4   TR 12   CH 12   NT  D-          23/96
BA   13   CR     3+1/2   TR  3   CH  3   NT  C#'         47/96
BA   13   CR     3+1/2   TR  3   CH  3   NT  C#          47/96
BA   13   CR     3+1/2   TR  7   CH  7   NT  A-          23/96
BA   13   CR     3+1/2   TR  9   CH  9   NT  A-          11/96
BA   13   CR     3+1/2   TR 10   CH 10   NT  Bb--        23/96   von=101
BA   13   CR     3+1/2   TR 10   CH 10   NT  D--         23/96   von=100
BA   13   CR     3+1/2   TR 11   CH 11   NT  D--         23/96
BA   13   CR     3+1/2   TR 12   CH 12   NT  A--         23/96
BA   13   CR     3+3/4   TR  8   CH  8   NT  D           23/96
BA   13   CR     3+3/4   TR  9   CH  9   NT  A-          11/96
BA   13   CR     3+3/4   TR 11   CH 11   NT  B---        23/96
BA   13   CR     3+3/4   TR 12   CH 12   NT  F#--        23/96

BA   14   CR         0   TR  3   CH  3   NT  D'          23/96
BA   14   CR         0   TR  3   CH  3   NT  D           23/96
BA   14   CR         0   TR  5   CH  5   NT  B           23/96
BA   14   CR         0   TR  7   CH  7   NT  B-          47/96
BA   14   CR         0   TR  9   CH  9   NT  B-          11/96
BA   14   CR         0   TR 10   CH 10   NT  F#--        23/96   von=101
BA   14   CR         0   TR 10   CH 10   NT  A--         23/96   von=100
BA   14   CR         0   TR 10   CH 10   NT  B---        23/96
BA   14   CR         0   TR 11   CH 11   NT  F#---       23/96
BA   14   CR         0   TR 12   CH 12   NT  C#--        23/96
BA   14   CR       1/4   TR  3   CH  3   NT  E'          47/96
BA   14   CR       1/4   TR  3   CH  3   NT  E           47/96
BA   14   CR       1/4   TR  5   CH  5   NT  B'          23/96
BA   14   CR       1/4   TR  8   CH  8   NT  A-          23/96
BA   14   CR       1/4   TR  9   CH  9   NT  B-          11/96
BA   14   CR       1/4   TR 11   CH 11   NT  D--         23/96
BA   14   CR       1/4   TR 12   CH 12   NT  A--         23/96
BA   14   CR       1/2   TR  5   CH  5   NT  B           23/96
BA   14   CR       1/2   TR  6   CH  6   NT  B           23/96
BA   14   CR       1/2   TR 10   CH 10   NT  Bb--        23/96   von=101
BA   14   CR       1/2   TR 10   CH 10   NT  D--         23/96   von=100
BA   14   CR       1/2   TR 11   CH 11   NT  G--         23/96
BA   14   CR       1/2   TR 12   CH 12   NT  D-          23/96
BA   14   CR       3/4   TR  3   CH  3   NT  F#'         71/96
BA   14   CR       3/4   TR  3   CH  3   NT  F#          71/96
BA   14   CR       3/4   TR  5   CH  5   NT  B'          23/96
BA   14   CR       3/4   TR  6   CH  6   NT  B'          23/96
BA   14   CR       3/4   TR  7   CH  7   NT  E           47/96
BA   14   CR       3/4   TR  8   CH  8   NT  B-          47/96
BA   14   CR       3/4   TR  9   CH  9   NT  E           11/96
BA   14   CR       3/4   TR 10   CH 10   NT  F#--        23/96   von=101
BA   14   CR       3/4   TR 10   CH 10   NT  A--         23/96   von=100
BA   14   CR       3/4   TR 10   CH 10   NT  B---        23/96
BA   14   CR       3/4   TR 11   CH 11   NT  A--         23/96
BA   14   CR       3/4   TR 12   CH 12   NT  E-          23/96
BA   14   CR         1   TR  6   CH  6   NT  B           23/96
BA   14   CR         1   TR  9   CH  9   NT  E           11/96
BA   14   CR         1   TR 10   CH 10   NT  D-          23/96
BA   14   CR         1   TR 11   CH 11   NT  B--         23/96
BA   14   CR         1   TR 12   CH 12   NT  F#-         23/96
BA   14   CR     1+1/4   TR  6   CH  6   NT  B'          23/96
BA   14   CR     1+1/4   TR 10   CH 10   NT  F#--        23/96   von=101
BA   14   CR     1+1/4   TR 10   CH 10   NT  B---        23/96   von=100
BA   14   CR     1+1/4   TR 10   CH 10   NT  C-          23/96
BA   14   CR     1+1/4   TR 11   CH 11   NT  A--         23/96
BA   14   CR     1+1/4   TR 12   CH 12   NT  E-          23/96
BA   14   CR     1+1/2   TR  3   CH  3   NT  F#'         71/96   von=82
BA   14   CR     1+1/2   TR  3   CH  3   NT  F#          71/96
BA   14   CR     1+1/2   TR  7   CH  7   NT  A           47/96
BA   14   CR     1+1/2   TR  8   CH  8   NT  E           47/96
BA   14   CR     1+1/2   TR  9   CH  9   NT  A           11/96
BA   14   CR     1+1/2   TR 10   CH 10   NT  Bb--        23/96   von=101
BA   14   CR     1+1/2   TR 10   CH 10   NT  B--         23/96   von=100
BA   14   CR     1+1/2   TR 10   CH 10   NT  D--         23/96
BA   14   CR     1+1/2   TR 11   CH 11   NT  G--         23/96
BA   14   CR     1+1/2   TR 12   CH 12   NT  D-          23/96
BA   14   CR     1+3/4   TR  9   CH  9   NT  A           11/96
BA   14   CR     1+3/4   TR 10   CH 10   NT  F#--        23/96   von=101
BA   14   CR     1+3/4   TR 10   CH 10   NT  B---        23/96   von=100
BA   14   CR     1+3/4   TR 10   CH 10   NT  A--         23/96
BA   14   CR     1+3/4   TR 11   CH 11   NT  E--         23/96
BA   14   CR     1+3/4   TR 12   CH 12   NT  B--         23/96
BA   14   CR         2   TR  5   CH  5   NT  B           23/96
BA   14   CR         2   TR 10   CH 10   NT  F#--        23/96   von=101
BA   14   CR         2   TR 10   CH 10   NT  B---        23/96   von=100
BA   14   CR         2   TR 10   CH 10   NT  G--         23/96
BA   14   CR         2   TR 11   CH 11   NT  A--         23/96
BA   14   CR         2   TR 12   CH 12   NT  E-          23/96
BA   14   CR     2+1/4   TR  3   CH  3   NT  F#'         71/96   von=70
BA   14   CR     2+1/4   TR  3   CH  3   NT  F#          71/96
BA   14   CR     2+1/4   TR  5   CH  5   NT  B'          23/96
BA   14   CR     2+1/4   TR  7   CH  7   NT  A-          47/96
BA   14   CR     2+1/4   TR  8   CH  8   NT  A           47/96
BA   14   CR     2+1/4   TR  9   CH  9   NT  A-          11/96
BA   14   CR     2+1/4   TR 10   CH 10   NT  A--         23/96
BA   14   CR     2+1/4   TR 11   CH 11   NT  E--         23/96
BA   14   CR     2+1/4   TR 12   CH 12   NT  B--         23/96
BA   14   CR     2+1/2   TR  5   CH  5   NT  B           23/96
BA   14   CR     2+1/2   TR  6   CH  6   NT  B           23/96
BA   14   CR     2+1/2   TR  9   CH  9   NT  A-          11/96
BA   14   CR     2+1/2   TR 10   CH 10   NT  Bb--        23/96   von=101
BA   14   CR     2+1/2   TR 10   CH 10   NT  B--         23/96   von=100
BA   14   CR     2+1/2   TR 10   CH 10   NT  D--         23/96
BA   14   CR     2+1/2   TR 11   CH 11   NT  B---        23/96
BA   14   CR     2+1/2   TR 12   CH 12   NT  F#--        23/96
BA   14   CR     2+3/4   TR  5   CH  5   NT  B'          23/96
BA   14   CR     2+3/4   TR  6   CH  6   NT  B'          23/96
BA   14   CR     2+3/4   TR 10   CH 10   NT  C-          23/96
BA   14   CR     2+3/4   TR 11   CH 11   NT  F#---       23/96
BA   14   CR     2+3/4   TR 12   CH 12   NT  C#--        23/96
BA   14   CR         3   TR  3   CH  3   NT  F#'         71/96   von=57
BA   14   CR         3   TR  3   CH  3   NT  F#          71/96
BA   14   CR         3   TR  6   CH  6   NT  B           23/96
BA   14   CR         3   TR  7   CH  7   NT  D           23/96
BA   14   CR         3   TR  8   CH  8   NT  A-          47/96
BA   14   CR         3   TR  9   CH  9   NT  D           11/96
BA   14   CR         3   TR 10   CH 10   NT  Bb--        23/96   von=101
BA   14   CR         3   TR 10   CH 10   NT  B---        23/96   von=100
BA   14   CR         3   TR 10   CH 10   NT  D-          23/96
BA   14   CR         3   TR 11   CH 11   NT  A--         23/96
BA   14   CR         3   TR 12   CH 12   NT  E-          23/96
BA   14   CR     3+1/4   TR  6   CH  6   NT  B'          23/96
BA   14   CR     3+1/4   TR  9   CH  9   NT  D           11/96
BA   14   CR     3+1/4   TR 10   CH 10   NT  C-          23/96
BA   14   CR     3+1/4   TR 10   CH 10   NT  B---        23/96
BA   14   CR     3+1/4   TR 11   CH 11   NT  F#---       23/96
BA   14   CR     3+1/4   TR 12   CH 12   NT  C#--        23/96
BA   14   CR     3+1/2   TR  7   CH  7   NT  A-          23/96
BA   14   CR     3+1/2   TR  9   CH  9   NT  A-          11/96
BA   14   CR     3+1/2   TR 10   CH 10   NT  Bb--        23/96   von=101
BA   14   CR     3+1/2   TR 10   CH 10   NT  D--         23/96   von=100
BA   14   CR     3+1/2   TR 10   CH 10   NT  B--         23/96
BA   14   CR     3+1/2   TR 11   CH 11   NT  B---        23/96
BA   14   CR     3+1/2   TR 12   CH 12   NT  F#--        23/96
BA   14   CR     3+3/4   TR  8   CH  8   NT  D           23/96
